Date,Exercise,Muscle_group,Sets,Reps,Weight,Duration,Note,Total_volume
7/27/2022,Dumbbell Bench Press,Chest,2,5,50,,,250
7/27/2022,Dumbbell Bench Press,Chest,3,5,50,,,250
7/27/2022,Dumbbell Bench Press,Chest,3,5,40,,,200
7/27/2022,Dumbbell Shrug,Back,1,12,40,,,480
7/27/2022,Dumbbell Shrug,Back,2,10,40,,,400
7/27/2022,Dumbbell Shrug,Back,3,10,40,,,400
7/27/2022,Dumbbell Shrug,Back,4,10,40,,,400
7/27/2022,Front Raise,Shoulders,1,15,15,,,225
7/27/2022,Front Raise,Shoulders,2,10,15,,,150
7/27/2022,Front Raise,Shoulders,3,10,15,,,150
7/27/2022,Front Raise,Shoulders,4,10,15,,,150
7/27/2022,Lat Raise,Shoulders,1,15,15,,,225
7/27/2022,Lat Raise,Shoulders,2,10,15,,,150
7/27/2022,Lat Raise,Shoulders,3,10,15,,,150
7/27/2022,Lat Raise,Shoulders,4,10,15,,,150
7/28/2022,Bodyweight,Weight,,,121.1,,,0
8/2/2022,Dumbbell Shrug,Back,1,10,40,,,400
8/2/2022,Dumbbell Shrug,Back,2,10,40,,,400
8/2/2022,Dumbbell Shrug,Back,3,8,50,,,400
8/2/2022,Dumbbell Shrug,Back,4,6,40,,,240
8/2/2022,Front Raise,Shoulders,1,10,15,,,150
8/2/2022,Front Raise,Shoulders,2,8,20,,,160
8/2/2022,Front Raise,Shoulders,3,8,20,,,160
8/2/2022,Lat Raise,Shoulders,1,10,15,,,150
8/2/2022,Lat Raise,Shoulders,2,8,20,,,160
8/2/2022,Lat Raise,Shoulders,3,8,20,,,160
8/4/2022,Chin Up,Biceps,1,5,,,,0
8/4/2022,Dips,Triceps,1,6,,,,0
8/4/2022,Dips,Triceps,2,8,,,,0
8/4/2022,Pull Up,Back,1,5,,,,0
8/4/2022,Front Raise,Shoulders,1,10,15,,,150
8/4/2022,Front Raise,Shoulders,2,5,20,,,100
8/4/2022,Front Raise,Shoulders,3,5,20,,,100
8/4/2022,Lat Raise,Shoulders,1,10,15,,,150
8/4/2022,Lat Raise,Shoulders,2,5,20,,,100
8/4/2022,Lat Raise,Shoulders,3,5,20,,,100
8/8/2022,Bodyweight,Weight,,,124.7,,,0
8/8/2022,Chin Up,Biceps,1,3,,,,0
8/8/2022,Chin Up,Biceps,2,3,,,,0
8/8/2022,Dips,Triceps,1,3,,,,0
8/8/2022,Dips,Triceps,2,10,,,,0
8/8/2022,Dips,Triceps,3,10,,,,0
8/8/2022,Dips,Triceps,4,5,,,,0
8/8/2022,Pull Up,Back,1,3,,,,0
8/8/2022,Pull Up,Back,2,3,,,,0
8/8/2022,Dumbbell Shrug,Back,1,10,40,,,400
8/8/2022,Dumbbell Shrug,Back,2,10,40,,,400
8/8/2022,Dumbbell Shrug,Back,3,10,40,,,400
8/8/2022,Dumbbell Shrug,Back,4,10,40,,,400
8/11/2022,Bodyweight,Weight,,,124.7,,,0
8/14/2022,Dumbbell Shoulder Press,Shoulders,1,10,35,,,350
8/14/2022,Dumbbell Shoulder Press,Shoulders,2,10,35,,,350
8/14/2022,Dumbbell Shoulder Press,Shoulders,3,10,35,,,350
8/14/2022,Dumbbell Shrug,Back,1,10,35,,,350
8/14/2022,Dumbbell Shrug,Back,2,10,35,,,350
8/14/2022,Dumbbell Shrug,Back,3,10,35,,,350
8/19/2022,Chin Up,Biceps,1,5,,,,0
8/19/2022,Chin Up,Biceps,2,3,,,,0
8/19/2022,Dips,Triceps,1,8,,,,0
8/19/2022,Dips,Triceps,2,8,,,,0
8/19/2022,Dips,Triceps,3,8,,,,0
8/19/2022,Dips,Triceps,4,8,,,,0
8/19/2022,Pull Up,Back,1,4,,,,0
8/19/2022,Pull Up,Back,2,4,,,,0
8/19/2022,Dumbbell Shrug,Back,1,10,30,,,300
8/19/2022,Dumbbell Shrug,Back,2,10,30,,,300
8/19/2022,Dumbbell Shrug,Back,3,10,30,,,300
8/21/2022,Chin Up,Biceps,1,5,,,,0
8/21/2022,Dips,Triceps,1,20,,,,0
8/21/2022,Dips,Triceps,2,12,,,,0
8/21/2022,Dips,Triceps,3,10,,,,0
8/21/2022,Pull Up,Back,1,5,,,,0
8/21/2022,Pull Up,Back,2,5,,,,0
8/21/2022,Dumbbell Shoulder Press,Shoulders,1,10,30,,,300
8/21/2022,Dumbbell Shoulder Press,Shoulders,2,8,30,,,240
8/21/2022,Dumbbell Shoulder Press,Shoulders,3,6,30,,,180
8/21/2022,Dumbbell Shoulder Press,Shoulders,4,6,30,,,180
8/21/2022,Dumbbell Shrug,Back,1,10,30,,,300
8/21/2022,Dumbbell Shrug,Back,2,10,30,,,300
8/21/2022,Dumbbell Shrug,Back,3,10,30,,,300
8/21/2022,Dumbbell Shrug,Back,4,10,30,,,300
8/21/2022,Front Raise,Shoulders,1,15,15,,,225
8/21/2022,Front Raise,Shoulders,2,10,15,,,150
8/21/2022,Front Raise,Shoulders,3,10,15,,,150
8/21/2022,Lat Raise,Shoulders,1,15,15,,,225
8/21/2022,Lat Raise,Shoulders,2,10,15,,,150
8/21/2022,Lat Raise,Shoulders,3,10,15,,,150
8/24/2022,Front Raise,Shoulders,1,10,15,,,150
8/24/2022,Front Raise,Shoulders,2,10,15,,,150
8/24/2022,Front Raise,Shoulders,3,10,15,,,150
8/24/2022,Lat Raise,Shoulders,1,10,15,,,150
8/24/2022,Lat Raise,Shoulders,2,10,15,,,150
8/24/2022,Lat Raise,Shoulders,3,10,15,,,150
8/30/2022,Chin Up,Biceps,1,5,,,,0
8/30/2022,Chin Up,Biceps,2,5,,,,0
8/30/2022,Chin Up,Biceps,3,3,,,,0
8/30/2022,Chin Up,Biceps,4,3,,,,0
8/30/2022,Dips,Triceps,1,10,,,,0
8/30/2022,Dips,Triceps,2,10,,,,0
8/30/2022,Dips,Triceps,3,10,,,,0
8/30/2022,Pull Up,Back,1,5,,,,0
8/30/2022,Pull Up,Back,2,5,,,,0
8/30/2022,Pull Up,Back,3,3,,,,0
8/30/2022,Pull Up,Back,4,3,,,,0
8/30/2022,Dumbbell Shrug,Back,1,10,35,,,350
8/30/2022,Dumbbell Shrug,Back,2,10,40,,,400
8/30/2022,Dumbbell Shrug,Back,3,10,40,,,400
8/31/2022,Dumbbell Shrug,Back,1,8,40,,,320
8/31/2022,Dumbbell Shrug,Back,2,8,40,,,320
8/31/2022,Lat Raise,Shoulders,1,10,15,,,150
8/31/2022,Lat Raise,Shoulders,2,10,15,,,150
8/31/2022,Front Raise,Shoulders,1,10,15,,,150
8/31/2022,Front Raise,Shoulders,2,10,15,,,150
9/6/2022,Chin Up,Biceps,1,6,,,,0
9/6/2022,Chin Up,Biceps,2,5,,,,0
9/6/2022,Chin Up,Biceps,3,4,,,,0
9/6/2022,Dips,Triceps,1,5,,,,0
9/6/2022,Dips,Triceps,2,5,,,,0
9/6/2022,Pull Up,Back,1,6,,,,0
9/6/2022,Pull Up,Back,2,5,,,,0
9/6/2022,Pull Up,Back,3,4,,,,0
9/6/2022,Dips,Triceps,1,5,10,,,50
9/6/2022,Dips,Triceps,2,8,25,,,200
9/6/2022,Dips,Triceps,3,8,10,,,80
9/6/2022,Lat Raise,Shoulders,1,10,12,,,120
9/6/2022,Lat Raise,Shoulders,2,10,12,,,120
9/6/2022,Front Raise,Shoulders,1,10,12,,,120
9/6/2022,Front Raise,Shoulders,2,10,12,,,120
9/6/2022,Lat Raise,Shoulders,3,10,12,,,120
9/6/2022,Front Raise,Shoulders,3,10,12,,,120
9/8/2022,Chin Up,Biceps,1,4,,,,0
9/8/2022,Chin Up,Biceps,2,4,,,,0
9/8/2022,Chin Up,Biceps,3,4,,,,0
9/8/2022,Pull Up,Back,1,4,,,,0
9/8/2022,Pull Up,Back,2,4,,,,0
9/8/2022,Pull Up,Back,3,4,,,,0
9/8/2022,Dumbbell Shoulder Press,Shoulders,1,10,20,,,200
9/8/2022,Dumbbell Shoulder Press,Shoulders,2,10,40,,,400
9/8/2022,Dumbbell Shoulder Press,Shoulders,3,6,40,,,240
9/8/2022,Dumbbell Shoulder Press,Shoulders,4,5,40,,,200
9/8/2022,Dumbbell Shoulder Press,Shoulders,5,5,40,,,200
9/8/2022,Lat Raise,Shoulders,1,10,12,,,120
9/8/2022,Lat Raise,Shoulders,2,10,12,,,120
9/8/2022,Front Raise,Shoulders,1,10,12,,,120
9/8/2022,Front Raise,Shoulders,2,10,12,,,120
9/13/2022,Pull Up,Back,4,8,10,,,80
9/13/2022,Pull Up,Back,5,8,10,,,80
9/13/2022,Pull Up,Back,6,5,10,,,50
9/13/2022,Chin Up,Biceps,1,8,10,,,80
9/13/2022,Chin Up,Biceps,2,8,10,,,80
9/13/2022,Chin Up,Biceps,3,5,10,,,50
9/13/2022,Dips,Triceps,1,10,10,,,100
9/13/2022,Dips,Triceps,2,10,10,,,100
9/13/2022,Dips,Triceps,3,10,10,,,100
9/20/2022,Pull Up,Back,4,5,10,,,50
9/20/2022,Pull Up,Back,5,5,25,,,125
9/20/2022,Pull Up,Back,6,5,25,,,125
9/20/2022,Chin Up,Biceps,1,5,10,,,50
9/20/2022,Chin Up,Biceps,2,5,25,,,125
9/20/2022,Chin Up,Biceps,3,5,25,,,125
9/20/2022,Dips,Triceps,1,10,10,,,100
9/20/2022,Dips,Triceps,2,10,25,,,250
9/20/2022,Dips,Triceps,3,10,25,,,250
9/22/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
9/28/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
9/29/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
10/3/2022,Push Up,Chest,1,10,,,Parallette Push-Up,0
10/3/2022,Push Up,Chest,2,20,,,Parallette Push-Up,0
10/3/2022,Push Up,Chest,3,20,,,Parallette Push-Up,0
10/4/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
10/4/2022,Push Up,Chest,1,10,,,Parallette Push-Up,0
10/4/2022,Push Up,Chest,2,10,,,Parallette Push-Up,0
10/5/2022,Lat Pull-Down,Back,1,10,70,,,700
10/5/2022,Lat Pull-Down,Back,2,10,85,,,850
10/5/2022,Lat Pull-Down,Back,3,10,85,,,850
10/5/2022,Lat Pull-Down,Back,4,10,100,,,1000
10/5/2022,Reverse-Grip Lat Pull-Down,Back,1,10,70,,,700
10/5/2022,Reverse-Grip Lat Pull-Down,Back,2,10,85,,,850
10/5/2022,Reverse-Grip Lat Pull-Down,Back,3,10,85,,,850
10/5/2022,Reverse-Grip Lat Pull-Down,Back,4,10,100,,,1000
10/5/2022,Seated Cable Row (V Handle),Back,1,10,30,,,300
10/5/2022,Seated Cable Row (V Handle),Back,2,10,40,,,400
10/5/2022,Seated Cable Row (V Handle),Back,3,10,45,,,450
10/5/2022,Seated Cable Row (V Handle),Back,4,10,40,,,400
10/5/2022,Dumbbell Shrug,Back,1,10,35,,,350
10/5/2022,Dumbbell Shrug,Back,2,10,35,,,350
10/5/2022,Dumbbell Shrug,Back,3,10,35,,,350
10/5/2022,Dumbbell Shrug,Back,4,10,35,,,350
10/6/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
10/9/2022,Chin Up,Biceps,1,8,,,,0
10/9/2022,Dips,Triceps,1,12,,,,0
10/9/2022,Dips,Triceps,2,12,,,,0
10/9/2022,Dips,Triceps,3,12,,,,0
10/9/2022,Pull Up,Back,1,10,,,,0
10/9/2022,Pull Up,Back,2,8,,,,0
10/9/2022,Dumbbell Bench Press,Chest,1,10,25,,,250
10/9/2022,Dumbbell Bench Press,Chest,2,10,40,,,400
10/9/2022,Dumbbell Bench Press,Chest,3,10,50,,,500
10/9/2022,Dumbbell Bench Press,Chest,4,10,55,,,550
10/9/2022,Dumbbell Bench Press,Chest,5,10,40,,,400
10/9/2022,Dumbbell Incline Bench Press,Chest,1,8,40,,,320
10/9/2022,Dumbbell Incline Bench Press,Chest,2,8,40,,,320
10/9/2022,Dumbbell Incline Bench Press,Chest,3,8,40,,,320
10/9/2022,Dumbbell Shrug,Back,1,10,25,,,250
10/9/2022,Dumbbell Shrug,Back,2,10,40,,,400
10/9/2022,Dumbbell Shrug,Back,3,10,40,,,400
10/9/2022,Dumbbell Shrug,Back,4,10,40,,,400
10/10/2022,Machine Row,Back,1,10,40,,,400
10/10/2022,Machine Row,Back,2,10,50,,,500
10/10/2022,Machine Row,Back,3,10,55,,,550
10/10/2022,Machine Row,Back,4,10,55,,,550
10/10/2022,Machine Row,Back,1,10,20,,One arm,200
10/10/2022,Machine Row,Back,2,10,30,,One arm,300
10/10/2022,Machine Row,Back,3,8,20,,One arm,160
10/10/2022,Chin Up,Biceps,1,6,,,,0
10/10/2022,Chin Up,Biceps,2,6,,,,0
10/10/2022,Dips,Triceps,1,15,,,,0
10/10/2022,Dips,Triceps,2,10,,,,0
10/10/2022,Dips,Triceps,3,10,,,,0
10/10/2022,Pull Up,Back,1,4,,,,0
10/10/2022,Pull Up,Back,2,5,,,,0
10/10/2022,Lat Pull-Down,Back,1,10,40,,,400
10/10/2022,Lat Pull-Down,Back,2,8,85,,,680
10/10/2022,Lat Pull-Down,Back,3,10,70,,,700
10/10/2022,Lat Pull-Down,Back,4,10,80,,,800
10/10/2022,Lat Pull-Down,Back,5,10,70,,,700
10/10/2022,Seated Cable Row (V Handle),Back,1,10,30,,low row,300
10/10/2022,Seated Cable Row (V Handle),Back,2,10,40,,low row,400
10/10/2022,Seated Cable Row (V Handle),Back,3,10,50,,low row,500
10/10/2022,Seated Cable Row (V Handle),Back,4,10,55,,low row,550
10/11/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
10/12/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
10/13/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0
10/16/2022,Pull Up,Back,1,7,,,,0
10/16/2022,Pull Up,Back,2,6,,,,0
10/16/2022,Chin Up,Biceps,1,6,,,,0
10/16/2022,Chin Up,Biceps,2,6,,,,0
10/16/2022,Chin Up,Biceps,3,8,,,,0
10/16/2022,Dips,Triceps,1,10,,,,0
10/16/2022,Dips,Triceps,2,8,,,,0
10/16/2022,Dips,Triceps,3,8,,,,0
10/16/2022,Machine Seated Leg Press,Quadriceps,1,14,60,,,840
10/16/2022,Machine Seated Leg Press,Quadriceps,2,20,80,,,1600
10/16/2022,Machine Seated Leg Press,Quadriceps,3,20,100,,,2000
10/16/2022,Machine Seated Leg Press,Quadriceps,4,10,120,,,1200
10/16/2022,Leg extension,Quadriceps,1,15,20,,,300
10/16/2022,Leg extension,Quadriceps,2,21,30,,,630
10/16/2022,Leg extension,Quadriceps,3,21,40,,,840
10/16/2022,Leg extension,Quadriceps,4,15,20,,,300
10/16/2022,Leg extension,Quadriceps,5,15,20,,,300
10/16/2022,Leg extension,Quadriceps,6,14,40,,,560
10/16/2022,Leg Curl,Glutes_Hamstrings,1,20,20,,,400
10/16/2022,Leg Curl,Glutes_Hamstrings,2,20,20,,,400
10/16/2022,Leg Curl,Glutes_Hamstrings,3,15,30,,,450
10/16/2022,Leg Curl,Glutes_Hamstrings,4,20,25,,,500
10/16/2022,Machine Calf Raise,Calves,1,15,40,,,600
10/16/2022,Machine Calf Raise,Calves,2,15,40,,,600
10/16/2022,Machine Calf Raise,Calves,3,15,60,,,900
10/16/2022,Ez Barbell Bicep Curl,Biceps,1,21,30,,,630
10/16/2022,Ez Barbell Bicep Curl,Biceps,2,10,30,,,300
10/16/2022,Ez Barbell Bicep Curl,Biceps,3,8,30,,,240
10/16/2022,Ez Barbell Bicep Curl,Biceps,4,10,30,,,300
10/16/2022,Hammer Curl,Biceps,1,10,15,,,150
10/16/2022,Hammer Curl,Biceps,2,6,20,,,120
10/16/2022,Hammer Curl,Biceps,3,7,15,,,105
10/16/2022,Bodyweight,Weight,,,121.7,,,0
10/17/2022,Bodyweight,Weight,,,122.4,,,0
10/18/2022,Note,Note,,,,,Workout recorded on Train App,0
10/18/2022,Bodyweight,Weight,,,123.9,,,0
10/20/2022,Note,Note,,,,,Workout recorded on Train App,0
10/22/2022,Note,Note,,,,,Workout recorded on Train App,0
10/25/2022,Note,Note,,,,,Workout recorded on Train App,0
10/27/2022,Note,Note,,,,,Workout recorded on Train App,0
10/29/2022,Note,Note,,,,,Workout recorded on Train App,0
10/30/2022,Note,Note,,,,,Workout recorded on Train App,0
11/7/2022,Note,Note,,,,,Workout recorded on Train App,0
11/8/2022,Note,Note,,,,,Workout recorded on Train App,0
11/10/2022,Note,Note,,,,,Workout recorded on Train App,0
11/12/2022,Note,Note,,,,,Workout recorded on Train App,0
11/13/2022,Note,Note,,,,,Workout recorded on Train App,0
11/14/2022,Note,Note,,,,,Workout recorded on Train App,0
11/15/2022,Note,Note,,,,,Workout recorded on Train App,0
11/16/2022,Note,Note,,,,,Workout recorded on Train App,0
11/19/2022,Bodyweight,Weight,,,125.8,,,0
11/20/2022,Bodyweight,Weight,,,124.9,,,0
11/20/2022,Note,Note,,,,,Workout recorded on Train App,0
11/21/2022,Note,Note,,,,,Workout recorded on Train App,0
11/23/2022,Pull Up,Back,1,8,,,,0
11/23/2022,Pull Up,Back,2,8,,,,0
11/23/2022,Pull Up,Back,3,5,15,,,75
11/23/2022,Pull Up,Back,4,5,,,,0
11/23/2022,Chin Up,Biceps,1,8,,,,0
11/23/2022,Chin Up,Biceps,2,8,15,,,120
11/23/2022,Chin Up,Biceps,3,5,15,,,75
11/23/2022,Chin Up,Biceps,4,5,,,,0
11/23/2022,Dips,Triceps,1,10,,,,0
11/23/2022,Dips,Triceps,2,10,15,,,150
11/23/2022,Dips,Triceps,3,10,25,,,250
11/23/2022,Dips,Triceps,4,10,,,,0
11/23/2022,Dumbbell Shoulder Press,Shoulders,1,10,30,,,300
11/23/2022,Dumbbell Shoulder Press,Shoulders,2,10,40,,,400
11/23/2022,Dumbbell Shoulder Press,Shoulders,3,5,50,,,250
11/23/2022,Dumbbell Shoulder Press,Shoulders,4,5,40,,,200
11/23/2022,Military (Bbl) Shoulder Press,Shoulders,1,10,45,,,450
11/23/2022,Military (Bbl) Shoulder Press,Shoulders,2,10,65,,,650
11/23/2022,Military (Bbl) Shoulder Press,Shoulders,3,10,75,,,750
11/23/2022,Military (Bbl) Shoulder Press,Shoulders,4,10,65,,,650
11/23/2022,Bicep Curl,Biceps,1,10,15,,,150
11/23/2022,Bicep Curl,Biceps,2,10,20,,,200
11/23/2022,Bicep Curl,Biceps,3,10,20,,,200
11/23/2022,Bicep Curl,Biceps,4,10,15,,,150
11/23/2022,Bicep Curl,Biceps,5,10,20,,,200
11/23/2022,Hammer Curl,Biceps,1,10,20,,,200
11/23/2022,Hammer Curl,Biceps,2,10,20,,,200
11/23/2022,Hammer Curl,Biceps,3,10,20,,,200
11/23/2022,Ez Barbell Bicep Curl,Biceps,1,10,30,,,300
11/23/2022,Ez Barbell Bicep Curl,Biceps,2,10,30,,,300
11/23/2022,Ez Barbell Bicep Curl,Biceps,3,10,30,,,300
11/23/2022,Single Arm Tricep Pushdown / Extension,Triceps,1,10,12.5,,,125
11/23/2022,Single Arm Tricep Pushdown / Extension,Triceps,2,10,15,,,150
11/23/2022,Single Arm Tricep Pushdown / Extension,Triceps,3,10,17.5,,,175
11/23/2022,Single Arm Tricep Pushdown / Extension,Triceps,4,5,17.5,,,87.5
11/23/2022,Single Arm Tricep Pushdown / Extension,Triceps,4,5,15,,,75
11/23/2022,Dumbbell Overhead Triceps Extension,Triceps,1,10,30,,,300
11/23/2022,Dumbbell Overhead Triceps Extension,Triceps,2,10,30,,,300
11/23/2022,Dumbbell Overhead Triceps Extension,Triceps,3,10,30,,,300
11/24/2022,Pull Up,Back,1,6,,,,0
11/24/2022,Pull Up,Back,2,5,,,,0
11/24/2022,Dips,Triceps,1,14,,,,0
11/24/2022,Dips,Triceps,2,11,,,,0
11/24/2022,Dips,Triceps,3,10,,,,0
11/24/2022,Chin Up,Biceps,1,8,,,,0
11/24/2022,Chin Up,Biceps,2,8,,,,0
11/24/2022,Lat Pull-Down,Back,1,18,60,,,1080
11/24/2022,Lat Pull-Down,Back,2,10,80,,,800
11/24/2022,Lat Pull-Down,Back,3,11,90,,,990
11/24/2022,Lat Pull-Down,Back,4,8,100,,,800
11/24/2022,Machine Row,Back,1,15,50,,,750
11/24/2022,Machine Row,Back,2,10,80,,,800
11/24/2022,Machine Row,Back,3,10,90,,,900
11/24/2022,Machine Row,Back,4,10,100,,,1000
11/24/2022,Leg Extension,Quadriceps,1,15,30,,,450
11/24/2022,Leg Extension,Quadriceps,2,10,40,,,400
11/24/2022,Leg Extension,Quadriceps,3,10,50,,,500
11/24/2022,Leg Extension,Quadriceps,4,10,80,,,800
11/24/2022,Dumbbell Row,Back,1,8,40,,,320
11/24/2022,Dumbbell Row,Back,2,8,40,,,320
11/24/2022,Dumbbell Row,Back,3,8,50,,,400
11/24/2022,Dumbbell Shrug,Back,1,10,30,,,300
11/24/2022,Dumbbell Shrug,Back,2,10,30,,,300
11/24/2022,Dumbbell Shrug,Back,3,10,30,,,300
11/24/2022,Machine Rear Delt (Reverse) Fly,Back,1,11,40,,,440
11/24/2022,Machine Rear Delt (Reverse) Fly,Back,2,8,30,,,240
11/24/2022,Machine Rear Delt (Reverse) Fly,Back,3,10,30,,,300
11/24/2022,Machine Rear Delt (Reverse) Fly,Back,4,6,40,,,240
11/24/2022,Pull Up,Back,1,6,,,,0
11/24/2022,Pull Up,Back,2,3,,,,0
11/24/2022,Dips,Triceps,1,16,,,,0
