Date,Exercise,Muscle_group,Sets,Reps,Weight,Duration,Note,Total_volume,
12/09/2022,Lat Pull-Down,Back,1,10,55,,,550,
12/09/2022,Lat Pull-Down,Back,2,10,85,,,850,
12/09/2022,Lat Pull-Down,Back,3,10,85,,,850,
12/09/2022,Lat Pull-Down,Back,4,7,100,,,700,
12/09/2022,Lat Pull-Down,Back,5,5,110,,,550,
12/09/2022,Machine Row,Back,1,10,30,,One arm,300,
12/09/2022,Machine Row,Back,2,10,50,,One arm,500,
12/09/2022,Machine Row,Back,3,10,50,,One arm,500,
12/09/2022,Machine Row,Back,4,10,50,,One arm,500,
12/09/2022,Machine Row,Back,5,10,60,,One arm,600,
12/09/2022,MTS Row,Back,1,10,20,,,200,
12/09/2022,MTS Row,Back,2,10,30,,,300,
12/09/2022,MTS Row,Back,3,10,40,,,400,
12/09/2022,MTS Front Pull-Down,Back,1,10,20,,,200,
12/09/2022,MTS Front Pull-Down,Back,2,10,30,,,300,
12/09/2022,MTS Front Pull-Down,Back,3,10,40,,,400,
12/09/2022,Pull Up,Back,1,5,,,,0,
12/09/2022,Pull Up,Back,2,5,,,,0,
12/09/2022,Chin Up,Biceps,1,5,,,,0,
12/09/2022,Chin Up,Biceps,2,5,,,,0,
12/09/2022,Dips,Triceps,1,10,,,,0,
12/09/2022,Dips,Triceps,2,10,,,,0,
12/09/2022,Dips,Triceps,3,10,,,,0,
12/10/2022,Pull Up,Back,1,8,,,,0,
12/10/2022,Pull Up,Back,2,7,,,,0,
12/10/2022,Chin Up,Biceps,1,7,,,,0,
12/10/2022,Chin Up,Biceps,2,5,,,,0,
12/10/2022,Dips,Triceps,1,15,,,,0,
12/10/2022,Dips,Triceps,2,15,,,,0,
12/10/2022,Dips,Triceps,3,15,,,,0,
12/10/2022,Dips,Triceps,4,10,,,,0,
12/10/2022,Machine Incline Chest Press,Chest,1,10,20,,,200,
12/10/2022,Machine Incline Chest Press,Chest,2,12,30,,,360,
12/10/2022,Machine Incline Chest Press,Chest,3,10,35,,,350,
12/10/2022,Machine Incline Chest Press,Chest,4,10,40,,,400,
12/10/2022,Machine Incline Chest Press,Chest,5,10,40,,,400,
12/10/2022,Machine Incline Chest Press,Chest,6,10,35,,,350,
12/10/2022,Dumbbell Overhead Triceps Extension,Triceps,1,10,30,,,300,
12/10/2022,Dumbbell Overhead Triceps Extension,Triceps,2,10,30,,,300,
12/10/2022,Dumbbell Overhead Triceps Extension,Triceps,3,10,30,,,300,
12/10/2022,Dumbbell Bench Press,Chest,1,10,35,,,350,
12/10/2022,Dumbbell Bench Press,Chest,2,10,45,,,450,
12/10/2022,Dumbbell Bench Press,Chest,3,8,55,,,440,
12/10/2022,Dumbbell Bench Press,Chest,4,8,45,,,360,
12/10/2022,Dumbbell Incline Bench Press,Chest,1,8,40,,,320,
12/10/2022,Dumbbell Incline Bench Press,Chest,2,8,40,,,320,
12/10/2022,Dumbbell Incline Bench Press,Chest,3,8,40,,,320,
12/10/2022,Dumbbell Incline Bench Press,Chest,4,8,40,,,320,
12/10/2022,Dumbbell Shoulder Press,Shoulders,1,8,40,,,320,
12/10/2022,Dumbbell Shoulder Press,Shoulders,2,8,40,,,320,
12/10/2022,Dumbbell Shoulder Press,Shoulders,3,8,40,,,320,
12/10/2022,Dumbbell Shoulder Press,Shoulders,4,8,40,,,320,
12/11/2022,Push Up,Chest,1,10,,,Parallette Push-Up,0,
12/11/2022,Push Up,Chest,2,20,,,Parallette Push-Up,0,
12/11/2022,Push Up,Chest,3,10,,,Parallette Push-Up,0,
12/11/2022,Push Up,Chest,4,20,,,Parallette Push-Up,0,
12/11/2022,Push Up,Chest,5,15,,,Parallette Push-Up,0,
12/11/2022,Push Up,Chest,6,10,,,Parallette Push-Up,0,
12/11/2022,Ab Crunch,Abs,1,10,,,,0,
12/11/2022,Ab Crunch,Abs,2,20,,,,0,
12/11/2022,Flutter Kicks,Abs,1,10,,,,0,
12/11/2022,Flutter Kicks,Abs,2,10,,,,0,
12/12/2022,Dumbbell Bench Press,Chest,1,10,30,,,300,
12/12/2022,Dumbbell Bench Press,Chest,2,10,35,,,350,
12/12/2022,Dumbbell Bench Press,Chest,3,7,40,,,280,
12/12/2022,Dumbbell Bench Press,Chest,4,10,45,,,450,
12/12/2022,Dumbbell Bench Press,Chest,5,5,50,,,250,
12/12/2022,Dumbbell Bench Press,Chest,6,5,55,,,275,
12/12/2022,Dumbbell Bench Press,Chest,7,3,60,,,180,
12/12/2022,Dumbbell Incline Bench Press,Chest,1,10,30,,,300,
12/12/2022,Dumbbell Incline Bench Press,Chest,2,10,35,,,350,
12/12/2022,Dumbbell Incline Bench Press,Chest,3,10,40,,,400,
12/12/2022,Machine Incline Chest Press,Chest,1,10,20,,,200,
12/12/2022,Machine Incline Chest Press,Chest,2,10,30,,,300,
12/12/2022,Machine Incline Chest Press,Chest,3,10,30,,,300,
12/12/2022,Machine Incline Chest Press,Chest,4,10,30,,,300,
12/12/2022,Dumbbell Overhead Triceps Extension,Triceps,1,10,30,,,300,
12/12/2022,Dumbbell Overhead Triceps Extension,Triceps,2,10,30,,,300,
12/12/2022,Dumbbell Overhead Triceps Extension,Triceps,3,10,30,,,300,
12/12/2022,Single Arm Tricep Pushdown / Extension,Triceps,1,10,15,,,150,
12/12/2022,Single Arm Tricep Pushdown / Extension,Triceps,2,10,10,,,100,
12/12/2022,Single Arm Tricep Pushdown / Extension,Triceps,3,10,15,,,150,
12/12/2022,Cable Straight-Bar Triceps Push-Down,Triceps,1,10,30,,,300,
12/12/2022,Cable Straight-Bar Triceps Push-Down,Triceps,2,10,30,,,300,
12/12/2022,Cable Straight-Bar Triceps Push-Down,Triceps,3,10,30,,,300,
12/12/2022,Lat Pull-Down,Back,1,10,55,,,550,
12/12/2022,Lat Pull-Down,Back,2,10,70,,,700,
12/12/2022,Lat Pull-Down,Back,3,10,85,,,850,
12/12/2022,Lat Pull-Down,Back,4,5,85,,,425,
12/12/2022,Lat Pull-Down,Back,4,5,70,,,350,
12/12/2022,Lat Pull-Down,Back,5,10,70,,,700,
12/13/2022,Pull Up,Back,1,7,,,,0,
12/13/2022,Pull Up,Back,2,6,,,,0,
12/13/2022,Pull Up,Back,3,6,,,,0,
12/13/2022,Chin Up,Biceps,1,8,,,,0,
12/13/2022,Chin Up,Biceps,2,6,,,,0,
12/13/2022,Dips,Triceps,1,12,,,,0,
12/13/2022,Dips,Triceps,2,12,,,,0,
12/13/2022,Dips,Triceps,3,12,,,,0,
12/13/2022,Dips,Triceps,4,10,,,,0,
12/13/2022,Dips,Triceps,5,10,,,,0,
12/13/2022,MTS Row,Back,1,10,20,,,200,
12/13/2022,MTS Row,Back,2,10,30,,,300,
12/13/2022,MTS Row,Back,3,10,30,,,300,
12/13/2022,MTS Row,Back,4,10,40,,,400,
12/13/2022,MTS Front Pull-Down,Back,1,10,20,,,200,
12/13/2022,MTS Front Pull-Down,Back,2,10,30,,,300,
12/13/2022,MTS Front Pull-Down,Back,3,10,30,,,300,
12/13/2022,MTS Front Pull-Down,Back,4,10,40,,,400,
12/13/2022,Machine Lat Pull-Down,Back,1,10,50,,,500,
12/13/2022,Machine Lat Pull-Down,Back,2,10,80,,One arm,800,
12/13/2022,Machine Lat Pull-Down,Back,3,10,80,,,800,
12/13/2022,Machine Lat Pull-Down,Back,4,10,90,,One arm,900,
12/13/2022,Machine Lat Pull-Down,Back,5,10,100,,One arm,1000,
12/13/2022,Lat Pull-Down,Back,1,8,50,,,400,
12/13/2022,Lat Pull-Down,Back,2,8,80,,,640,
12/13/2022,Lat Pull-Down,Back,3,10,80,,,800,
12/13/2022,Lat Pull-Down,Back,4,10,90,,,900,
12/13/2022,Lat Pull-Down,Back,5,8,90,,,720,
12/13/2022,Lat Pull-Down,Back,6,6,100,,,600,
12/13/2022,Dumbbell Shrug,Back,1,10,35,,,350,
12/13/2022,Dumbbell Shrug,Back,2,10,35,,,350,
12/13/2022,Dumbbell Shrug,Back,3,10,35,,,350,
12/13/2022,Hammer Curl,Biceps,1,10,20,,,200,
12/13/2022,Hammer Curl,Biceps,2,10,20,,,200,
12/13/2022,Hammer Curl,Biceps,3,10,20,,,200,
12/13/2022,Bicep Curl,Biceps,1,10,20,,,200,
12/13/2022,Bicep Curl,Biceps,2,10,20,,,200,
12/13/2022,Bicep Curl,Biceps,3,10,20,,,200,
12/13/2022,Dumbbell Row,Back,1,8,40,,,320,
12/13/2022,Dumbbell Row,Back,2,8,40,,,320,
12/13/2022,Dumbbell Row,Back,3,8,40,,,320,
12/13/2022,Dumbbell Row,Back,4,8,40,,,320,
12/15/2022,Pull Up,Back,1,5,,,,0,
12/15/2022,Pull Up,Back,2,5,,,,0,
12/15/2022,Chin Up,Biceps,1,5,,,,0,
12/15/2022,Chin Up,Biceps,2,5,,,,0,
12/15/2022,Dips,Triceps,1,10,,,,0,
12/15/2022,Dips,Triceps,2,15,,,,0,
12/15/2022,Dips,Triceps,3,10,,,,0,
12/15/2022,Dumbbell Bench Press,Chest,1,7,35,,,245,
12/15/2022,Dumbbell Bench Press,Chest,2,12,40,,,480,
12/15/2022,Dumbbell Bench Press,Chest,3,10,45,,,450,
12/15/2022,Dumbbell Bench Press,Chest,4,8,50,,,400,
12/15/2022,Dumbbell Bench Press,Chest,5,6,55,,,330,
12/15/2022,Dumbbell Bench Press,Chest,6,6,60,,,360,
12/15/2022,Dumbbell Bench Press,Chest,7,10,40,,,400,
12/15/2022,Dumbbell Overhead Triceps Extension,Triceps,1,8,40,,,320,
12/15/2022,Dumbbell Overhead Triceps Extension,Triceps,2,8,40,,,320,
12/15/2022,Dumbbell Overhead Triceps Extension,Triceps,3,8,40,,,320,
12/15/2022,Dumbbell Overhead Triceps Extension,Triceps,4,6,40,,,240,
12/15/2022,Front Raise,Shoulders,1,10,15,,,150,
12/15/2022,Front Raise,Shoulders,2,15,15,,,225,
12/15/2022,Front Raise,Shoulders,3,10,15,,,150,
12/15/2022,Lat Raise,Shoulders,1,15,15,,,225,
12/15/2022,Lat Raise,Shoulders,2,15,15,,,225,
12/15/2022,Lat Raise,Shoulders,3,10,15,,,150,
12/15/2022,Machine Incline Chest Press,Chest,1,10,20,,,200,
12/15/2022,Machine Incline Chest Press,Chest,2,8,30,,,240,
12/15/2022,Machine Incline Chest Press,Chest,3,8,40,,,320,
12/15/2022,Machine Incline Chest Press,Chest,4,8,40,,,320,
12/15/2022,Machine Butterfly,Chest,1,10,40,,,400,
12/15/2022,Machine Butterfly,Chest,2,10,50,,,500,
12/15/2022,Machine Butterfly,Chest,3,10,60,,,600,
12/15/2022,Machine Butterfly,Chest,4,8,60,,,480,
12/15/2022,Dips,Triceps,4,10,,,,0,
12/15/2022,Dips,Triceps,5,10,,,,0,
12/15/2022,Dips,Triceps,6,6,,,,0,
12/15/2022,Dips,Triceps,7,10,,,,0,
12/15/2022,Pull Up,Back,3,7,,,,0,
12/15/2022,Pull Up,Back,4,5,,,,0,
12/15/2022,Chin Up,Biceps,3,5,,,,0,
12/15/2022,Chin Up,Biceps,4,5,,,,0,
12/18/2022,Pull Up,Back,1,5,,,,0,
12/18/2022,Pull Up,Back,2,5,,,,0,
12/18/2022,Chin Up,Biceps,1,5,,,,0,
12/18/2022,Chin Up,Biceps,2,5,,,,0,
12/18/2022,Dips,Triceps,1,10,,,,0,
12/18/2022,Dips,Triceps,2,10,,,,0,
12/18/2022,Dips,Triceps,3,10,,,,0,
12/18/2022,Dips,Triceps,4,10,,,,0,
12/18/2022,Note,Note,,,,,Did a push day but didn't record workout,0,
12/19/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0,
12/20/2022,Pull Up,Back,1,5,,,,0,
12/20/2022,Pull Up,Back,2,5,,,,0,
12/20/2022,Chin Up,Biceps,1,5,,,,0,
12/20/2022,Dips,Triceps,1,10,,,,0,
12/20/2022,Dips,Triceps,2,10,,,,0,
12/20/2022,Dips,Triceps,3,10,,,,0,
12/20/2022,Dumbbell Shrug,Back,1,8,35,,,280,
12/20/2022,Dumbbell Shrug,Back,2,8,35,,,280,
12/20/2022,Dumbbell Shrug,Back,3,8,35,,,280,
12/20/2022,Dumbbell Shrug,Back,4,8,35,,,280,
12/20/2022,Dumbbell Row,Back,1,8,40,,,320,
12/20/2022,Dumbbell Row,Back,2,8,40,,,320,
12/20/2022,Dumbbell Row,Back,3,8,40,,,320,
12/20/2022,Dumbbell Row,Back,4,8,40,,,320,
12/20/2022,MTS Row,Back,1,10,20,,,200,
12/20/2022,MTS Row,Back,2,10,30,,,300,
12/20/2022,MTS Row,Back,3,10,40,,,400,
12/21/2022,Pull Up,Back,1,5,,,,0,
12/21/2022,Pull Up,Back,2,5,,,,0,
12/21/2022,Chin Up,Biceps,1,5,,,,0,
12/21/2022,Chin Up,Biceps,2,5,,,,0,
12/21/2022,Dips,Triceps,1,10,,,,0,
12/21/2022,Dips,Triceps,2,10,,,,0,
12/21/2022,Dips,Triceps,3,10,,,,0,
12/21/2022,Dips,Triceps,4,10,,,,0,
12/21/2022,Dumbbell Bench Press,Chest,1,10,35,,,350,
12/21/2022,Dumbbell Bench Press,Chest,2,6,45,,,270,
12/21/2022,Dumbbell Bench Press,Chest,3,8,50,,,400,
12/21/2022,Dumbbell Bench Press,Chest,4,6,50,,,300,
12/21/2022,Dumbbell Bench Press,Chest,5,5,55,,,275,
12/21/2022,Dumbbell Incline Bench Press,Chest,1,10,35,,,350,
12/21/2022,Dumbbell Incline Bench Press,Chest,2,10,40,,,400,
12/21/2022,Dumbbell Incline Bench Press,Chest,3,10,40,,,400,
12/21/2022,Dumbbell Incline Bench Press,Chest,4,10,45,,,450,
12/21/2022,Dumbbell Shoulder Press,Shoulders,1,10,40,,,400,
12/21/2022,Dumbbell Shoulder Press,Shoulders,2,10,40,,,400,
12/21/2022,Dumbbell Shoulder Press,Shoulders,3,10,40,,,400,
12/21/2022,Dumbbell Shoulder Press,Shoulders,4,10,40,,,400,
12/21/2022,Dumbbell Overhead Triceps Extension,Triceps,1,10,35,,,350,
12/21/2022,Dumbbell Overhead Triceps Extension,Triceps,2,10,40,,,400,
12/21/2022,Dumbbell Overhead Triceps Extension,Triceps,3,10,40,,,400,
12/21/2022,Dumbbell Overhead Triceps Extension,Triceps,4,10,40,,,400,
12/21/2022,Lat Raise,Shoulders,1,10,15,,,150,
12/21/2022,Lat Raise,Shoulders,2,10,15,,,150,
12/21/2022,Lat Raise,Shoulders,3,8,20,,,160,
12/21/2022,Lat Raise,Shoulders,4,8,20,,,160,
12/21/2022,Front Raise,Shoulders,1,10,15,,,150,
12/21/2022,Front Raise,Shoulders,2,10,15,,,150,
12/21/2022,Front Raise,Shoulders,3,8,20,,,160,
12/21/2022,Front Raise,Shoulders,4,8,20,,,160,
12/21/2022,Leg Extension,Quadriceps,1,10,30,,both legs,300,
12/21/2022,Leg Extension,Quadriceps,2,10,30,,one leg,300,
12/21/2022,Leg Extension,Quadriceps,3,10,40,,one leg,400,
12/21/2022,Leg Extension,Quadriceps,4,10,40,,both legs,400,
12/21/2022,Leg Curl,Glutes_Hamstrings,1,10,20,,both legs,200,
12/21/2022,Leg Curl,Glutes_Hamstrings,2,10,15,,one leg,150,
12/21/2022,Leg Curl,Glutes_Hamstrings,3,10,20,,one leg,200,
12/21/2022,Leg Curl,Glutes_Hamstrings,4,10,30,,both legs,300,
12/21/2022,Machine Calf Raise,Calves,1,10,30,,,300,
12/21/2022,Machine Calf Raise,Calves,2,10,40,,,400,
12/21/2022,Machine Calf Raise,Calves,3,10,50,,,500,
12/21/2022,Machine Calf Raise,Calves,4,10,60,,,600,
12/22/2022,Pull Up,Back,1,6,,,,0,
12/22/2022,Pull Up,Back,2,6,,,,0,
12/22/2022,Chin Up,Biceps,1,6,,,,0,
12/22/2022,Chin Up,Biceps,2,6,,,,0,
12/22/2022,Dips,Triceps,1,10,,,,0,
12/22/2022,Dips,Triceps,2,10,,,,0,
12/22/2022,Dips,Triceps,3,10,,,,0,
12/22/2022,Dips,Triceps,4,10,,,,0,
12/22/2022,Dumbbell Row,Back,1,8,40,,,320,
12/22/2022,Dumbbell Row,Back,2,8,40,,,320,
12/22/2022,Dumbbell Row,Back,3,8,40,,,320,
12/22/2022,Dumbbell Shoulder Press,Shoulders,1,8,40,,,320,
12/22/2022,Dumbbell Shoulder Press,Shoulders,2,8,40,,,320,
12/22/2022,Dumbbell Shoulder Press,Shoulders,3,8,40,,,320,
12/22/2022,Lat Pull-Down,Back,1,10,55,,,550,
12/22/2022,Lat Pull-Down,Back,2,10,70,,,700,
12/22/2022,Lat Pull-Down,Back,3,10,85,,,850,
12/22/2022,Lat Pull-Down,Back,4,10,85,,,850,
12/22/2022,Neck Pull-Down,Back,1,10,55,,,550,
12/22/2022,Neck Pull-Down,Back,2,10,70,,,700,
12/22/2022,Neck Pull-Down,Back,3,10,85,,,850,
12/22/2022,Cable One-Arm Row (Seated),Back,1,10,25,,,250,
12/22/2022,Cable One-Arm Row (Seated),Back,2,10,25,,,250,
12/22/2022,Cable One-Arm Row (Seated),Back,3,10,40,,,400,
12/22/2022,Cable One-Arm Row (Seated),Back,4,12,55,,,660,
12/22/2022,Cable One-Arm Row (Seated),Back,5,10,55,,,550,
12/22/2022,MTS Front Pull-Down,Back,1,10,30,,,300,
12/22/2022,MTS Front Pull-Down,Back,2,8,40,,,320,
12/22/2022,MTS Front Pull-Down,Back,3,10,50,,,500,
12/22/2022,MTS Front Pull-Down,Back,4,8,50,,,400,
12/22/2022,MTS Row,Back,1,10,30,,,300,
12/22/2022,MTS Row,Back,2,12,40,,,480,
12/22/2022,MTS Row,Back,3,6,50,,,300,
12/22/2022,MTS Row,Back,4,5,50,,,250,
12/22/2022,MTS Row,Back,4,5,40,,,200,
12/22/2022,Dumbbell Shrug,Back,1,10,40,,,400,
12/22/2022,Dumbbell Shrug,Back,2,10,40,,,400,
12/22/2022,Dumbbell Shrug,Back,3,10,40,,,400,
12/22/2022,Dumbbell Shrug,Back,4,10,40,,,400,
12/22/2022,Dumbbell Shrug,Back,5,10,40,,,400,
12/22/2022,Ez Barbell Bicep Curl,Biceps,1,10,30,,,300,
12/22/2022,Ez Barbell Bicep Curl,Biceps,2,10,30,,,300,
12/22/2022,Ez Barbell Bicep Curl,Biceps,3,10,30,,,300,
12/22/2022,Ez Barbell Bicep Curl,Biceps,4,10,30,,,300,
12/25/2022,Push Up,Chest,1,10,,,Parallette Push-Up,0,
12/25/2022,Push Up,Chest,2,15,,,Parallette Push-Up,0,
12/25/2022,Push Up,Chest,3,10,,,Parallette Push-Up,0,
12/25/2022,Sit-Up,Abs,1,20,,,,0,
12/25/2022,Sit-Up,Abs,2,20,,,,0,
12/25/2022,Squat,Quadriceps,1,20,,,,0,
12/25/2022,Squat,Quadriceps,2,20,,,,0,
12/25/2022,Lunge,Quadriceps,1,10,,,,0,
12/25/2022,Lunge,Quadriceps,2,10,,,,0,
12/25/2022,Front Raise,Shoulders,1,10,8,,,80,
12/25/2022,Front Raise,Shoulders,2,10,8,,,80,
12/25/2022,Lat Raise,Shoulders,1,10,8,,,80,
12/25/2022,Lat Raise,Shoulders,2,10,8,,,80,
12/25/2022,Dips,Triceps,1,15,,,,0,
12/25/2022,Squat,Quadriceps,3,15,,,,0,
12/26/2022,Pull Up,Back,1,5,,,,0,
12/26/2022,Pull Up,Back,2,5,,,,0,
12/26/2022,Chin Up,Biceps,1,5,,,,0,
12/26/2022,Chin Up,Biceps,2,5,,,,0,
12/26/2022,Dips,Triceps,1,10,,,,0,
12/26/2022,Dips,Triceps,2,10,,,,0,
12/26/2022,Dips,Triceps,3,10,,,,0,
12/26/2022,Dips,Triceps,4,10,,,,0,
12/26/2022,Machine Row,Back,1,10,50,,One arm,500,
12/26/2022,Machine Row,Back,2,10,80,,One arm,800,
12/26/2022,Machine Row,Back,3,10,80,,One arm,800,
12/26/2022,Machine Row,Back,4,10,90,,One arm,900,
12/26/2022,MTS Front Pull-Down,Back,1,10,30,,,300,
12/26/2022,MTS Front Pull-Down,Back,2,10,40,,,400,
12/26/2022,MTS Front Pull-Down,Back,3,10,50,,,500,
12/26/2022,MTS Front Pull-Down,Back,4,10,60,,,600,
12/26/2022,Lat Pull-Down,Back,1,8,55,,,440,
12/26/2022,Lat Pull-Down,Back,2,8,70,,,560,
12/26/2022,Lat Pull-Down,Back,3,8,80,,,640,
12/26/2022,Lat Pull-Down,Back,4,8,90,,,720,
12/26/2022,Neck Pull-Down,Back,1,8,55,,,440,
12/26/2022,Neck Pull-Down,Back,2,8,70,,,560,
12/26/2022,Neck Pull-Down,Back,3,8,80,,,640,
12/26/2022,Machine Incline Chest Press,Chest,1,8,30,,,240,
12/26/2022,Machine Incline Chest Press,Chest,2,8,30,,,240,
12/26/2022,Machine Incline Chest Press,Chest,3,8,40,,,320,
12/26/2022,Dumbbell Row,Back,1,5,40,,,200,
12/26/2022,Dumbbell Row,Back,2,5,40,,,200,
12/26/2022,Dumbbell Row,Back,3,5,40,,,200,
12/26/2022,Dumbbell Row,Back,4,5,40,,,200,
12/26/2022,Lat Raise,Shoulders,1,10,15,,,150,
12/26/2022,Lat Raise,Shoulders,2,10,15,,,150,
12/26/2022,Lat Raise,Shoulders,3,10,15,,,150,
12/26/2022,Front Raise,Shoulders,1,10,15,,,150,
12/26/2022,Front Raise,Shoulders,2,10,15,,,150,
12/26/2022,Front Raise,Shoulders,3,10,15,,,150,
12/28/2022,Pull Up,Back,1,5,,,,0,
12/28/2022,Pull Up,Back,2,5,,,,0,
12/28/2022,Chin Up,Biceps,1,5,,,,0,
12/28/2022,Dips,Triceps,1,10,,,,0,
12/28/2022,Dips,Triceps,2,10,,,,0,
12/28/2022,Dips,Triceps,3,10,,,,0,
12/28/2022,Machine Seated Leg Press,Quadriceps,1,20,60,,,1200,
12/28/2022,Machine Seated Leg Press,Quadriceps,2,15,80,,,1200,
12/28/2022,Machine Seated Leg Press,Quadriceps,3,15,100,,,1500,
12/28/2022,Machine Seated Leg Press,Quadriceps,4,5,120,,,600,
12/28/2022,Leg Extension,Quadriceps,1,20,40,,both leg,800,
12/28/2022,Leg Extension,Quadriceps,2,15,30,,one leg,450,
12/28/2022,Leg Extension,Quadriceps,3,15,30,,one leg,450,
12/28/2022,Leg Extension,Quadriceps,4,15,20,,one leg,300,
12/28/2022,Leg Extension,Quadriceps,5,15,20,,one leg,300,
12/28/2022,Leg Curl,Glutes_Hamstrings,1,20,30,,both leg,600,
12/28/2022,Leg Curl,Glutes_Hamstrings,2,15,20,,one leg,300,
12/28/2022,Leg Curl,Glutes_Hamstrings,3,15,10,,one leg,150,
12/28/2022,Leg Curl,Glutes_Hamstrings,4,15,10,,one leg,150,
12/28/2022,Leg Curl,Glutes_Hamstrings,5,15,20,,one leg,300,
12/28/2022,Dumbbell Shoulder Press,Shoulders,1,10,35,,,350,
12/28/2022,Dumbbell Shoulder Press,Shoulders,2,10,35,,,350,
12/28/2022,Dumbbell Shoulder Press,Shoulders,3,8,45,,,360,
12/28/2022,Dumbbell Shoulder Press,Shoulders,4,6,45,,,270,
12/28/2022,Dumbbell Shoulder Press,Shoulders,5,6,45,,,270,
12/28/2022,Dumbbell Overhead Triceps Extension,Triceps,1,10,35,,,350,
12/28/2022,Dumbbell Overhead Triceps Extension,Triceps,2,10,35,,,350,
12/28/2022,Dumbbell Overhead Triceps Extension,Triceps,3,10,35,,,350,
12/28/2022,MTS Front Pull-Down,Back,1,10,35,,,350,
12/28/2022,MTS Front Pull-Down,Back,2,10,35,,,350,
12/28/2022,MTS Front Pull-Down,Back,3,10,35,,,350,
12/29/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0,
12/30/2022,Note,Note,,,,,"Went to gym, forgot to record workout.",0,
12/30/2022,Pull Up,Back,1,7,,,,0,
12/30/2022,Pull Up,Back,2,5,,,,0,
12/30/2022,Chin Up,Biceps,1,7,,,,0,
12/30/2022,Chin Up,Biceps,2,5,,,,0,
12/30/2022,Dips,Triceps,1,15,,,,0,
12/30/2022,Dips,Triceps,2,10,,,,0,
12/30/2022,Dips,Triceps,3,10,,,,0,
12/30/2022,Dips,Triceps,4,10,,,,0,
01/02/2023,Pull Up,Back,1,5,,,,0,
01/02/2023,Pull Up,Back,2,5,,,,0,
01/02/2023,Chin Up,Biceps,1,5,,,,0,
01/02/2023,Chin Up,Biceps,2,5,,,,0,
01/02/2023,Dips,Triceps,1,10,,,,0,
01/02/2023,Dips,Triceps,2,15,,,,0,
01/02/2023,Dips,Triceps,3,15,,,,0,
01/02/2023,Dips,Triceps,4,10,,,,0,
01/02/2023,Dumbbell Bench Press,Chest,1,10,35,,,350,
01/02/2023,Dumbbell Bench Press,Chest,2,10,35,,,350,
01/02/2023,Dumbbell Bench Press,Chest,3,10,35,,,350,
01/02/2023,Dumbbell Bench Press,Chest,4,10,35,,,350,
01/02/2023,Dumbbell Bench Press,Chest,5,10,35,,,350,
01/02/2023,Dumbbell Incline Bench Press,Chest,1,8,35,,,280,
01/02/2023,Dumbbell Incline Bench Press,Chest,2,8,35,,,280,
01/02/2023,Dumbbell Incline Bench Press,Chest,3,8,35,,,280,
01/02/2023,Dumbbell Incline Bench Press,Chest,4,8,35,,,280,
01/02/2023,Machine Shoulder Press,Shoulders,1,10,20,,,200,
01/02/2023,Machine Shoulder Press,Shoulders,2,10,30,,,300,
01/02/2023,Machine Shoulder Press,Shoulders,3,10,40,,,400,
01/02/2023,Machine Shoulder Press,Shoulders,4,10,50,,,500,
01/02/2023,MTS Row,Back,1,10,20,,,200,
01/02/2023,MTS Row,Back,2,10,30,,,300,
01/02/2023,MTS Row,Back,3,10,40,,,400,
01/02/2023,MTS Row,Back,4,10,50,,,500,
01/02/2023,Machine Butterfly,Chest,1,10,50,,,500,
01/02/2023,Machine Butterfly,Chest,2,10,50,,,500,
01/02/2023,Machine Butterfly,Chest,3,10,50,,,500,
01/02/2023,Machine Butterfly,Chest,4,10,50,,,500,
01/03/2023,Machine Seated Leg Press,Quadriceps,1,20,60,,,1200,
01/03/2023,Machine Seated Leg Press,Quadriceps,2,15,100,,,1500,
01/03/2023,Machine Seated Leg Press,Quadriceps,3,15,120,,,1800,
01/03/2023,Machine Seated Leg Press,Quadriceps,4,15,120,,,1800,
01/03/2023,Machine Seated Leg Press,Quadriceps,5,10,140,,,1400,
01/03/2023,Leg Extension,Quadriceps,1,10,50,,both legs,500,
01/03/2023,Leg Extension,Quadriceps,2,10,25,,one leg,250,
01/03/2023,Leg Extension,Quadriceps,3,10,30,,one leg,300,
01/03/2023,Leg Extension,Quadriceps,4,10,35,,one leg,350,
01/03/2023,Leg Extension,Quadriceps,5,10,40,,one leg,400,
01/03/2023,Leg Extension,Quadriceps,6,10,50,,one leg,500,
01/03/2023,Leg Curl,Glutes_Hamstrings,1,10,30,,both legs,300,
01/03/2023,Leg Curl,Glutes_Hamstrings,2,10,20,,one leg,200,
01/03/2023,Leg Curl,Glutes_Hamstrings,3,10,20,,one leg,200,
01/03/2023,Leg Curl,Glutes_Hamstrings,4,10,20,,one leg,200,
01/03/2023,Leg Curl,Glutes_Hamstrings,5,10,25,,one leg,250,
01/03/2023,Dumbbell Bulgarian Split-Squat,Quadriceps,1,10,,,,0,
01/03/2023,Dumbbell Bulgarian Split-Squat,Quadriceps,2,10,25,,,250,
01/03/2023,Dumbbell Bulgarian Split-Squat,Quadriceps,3,10,35,,,350,
01/03/2023,Leg Press,Quadriceps,1,10,25,,,250,
01/03/2023,Leg Press,Quadriceps,2,10,25,,,250,
01/03/2023,Leg Press,Quadriceps,3,10,35,,,350,
01/03/2023,Leg Press,Quadriceps,4,10,35,,,350,
01/03/2023,Leg Press,Quadriceps,5,10,45,,,450,
01/03/2023,Leg Press,Quadriceps,6,10,45,,,450,
