Date,Exercise,Muscle,Sets,Reps,Weight,Duration,Note
5/31/2021,Bodyweight,Weight,1,1,127.8,,
6/1/2021,Bodyweight,Weight,1,1,128.3,,
6/7/2021,Bodyweight,Weight,1,1,130,,
6/9/2021,Bodyweight,Weight,1,1,128.9,,
7/8/2021,Bodyweight,Weight,1,1,129,,
7/10/2021,Bodyweight,Weight,1,1,125.8,,
7/11/2021,Bodyweight,Weight,1,1,126.7,,
7/12/2021,Bodyweight,Weight,1,1,126.2,,
7/14/2021,Bodyweight,Weight,1,1,126.2,,
7/15/2021,Bodyweight,Weight,1,1,127.3,,
7/17/2021,Bodyweight,Weight,1,1,127.1,,
7/22/2021,Bodyweight,Weight,1,1,127.9,,
7/28/2021,Bodyweight,Weight,1,1,128.3,,
7/29/2021,Bodyweight,Weight,1,1,127.1,,
8/2/2021,Bodyweight,Weight,1,1,128.1,,
8/3/2021,Bodyweight,Weight,1,1,128.3,,
8/6/2021,Bodyweight,Weight,1,1,130.4,,
8/9/2021,Bodyweight,Weight,1,1,132.2,,
8/10/2021,Bodyweight,Weight,1,1,127.5,,
8/12/2021,Bodyweight,Weight,1,1,128,,
8/13/2021,Bodyweight,Weight,1,1,128.2,,
8/16/2021,Bodyweight,Weight,1,1,128.5,,
8/18/2021,Bodyweight,Weight,1,1,128.3,,
8/23/2021,Bodyweight,Weight,1,1,129.4,,
8/25/2021,Bodyweight,Weight,1,1,126.3,,
9/5/2021,Bodyweight,Weight,1,1,128,,
9/6/2021,Bodyweight,Weight,1,1,126.5,,
9/29/2021,Bodyweight,Weight,1,1,130,,
10/25/2021,Bodyweight,Weight,1,1,129,,
10/26/2021,Bodyweight,Weight,1,1,128.7,,
11/1/2021,Dumbbell Bench Press,Chest,1,15,20,,
11/1/2021,Dumbbell Bench Press,Chest,2,15,20,,
11/1/2021,Dumbbell Bench Press,Chest,3,10,30,,
11/1/2021,Dumbbell Bench Press,Chest,4,10,30,,
11/1/2021,Dumbbell Bench Press,Chest,5,10,35,,
11/1/2021,Dumbbell Incline Bench Press,Chest,1,15,20,,
11/1/2021,Dumbbell Incline Bench Press,Chest,2,15,20,,
11/1/2021,Dumbbell Incline Bench Press,Chest,3,10,35,,
11/1/2021,Dumbbell Incline Bench Press,Chest,4,10,35,,
11/1/2021,Dumbbell Incline Bench Press,Chest,5,10,35,,
11/1/2021,Dumbbell Shoulder Press,Shoulders,1,15,20,,
11/1/2021,Dumbbell Shoulder Press,Shoulders,2,15,20,,
11/1/2021,Dumbbell Shoulder Press,Shoulders,3,10,35,,
11/1/2021,Dumbbell Shoulder Press,Shoulders,4,10,35,,
11/1/2021,Dumbbell Shoulder Press,Shoulders,5,10,35,,
11/1/2021,Dumbbell Shrugs,Back,1,10,35,,
11/1/2021,Dumbbell Shrugs,Back,2,10,35,,
11/1/2021,Dumbbell Shrugs,Back,3,10,35,,
11/1/2021,Dumbbell Shrugs,Back,4,10,35,,
11/1/2021,Dumbbell Shrugs,Back,5,10,35,,
11/1/2021,Dumbbell Overhead Triceps Extensions,Triceps,1,10,35,,
11/1/2021,Dumbbell Overhead Triceps Extensions,Triceps,2,10,35,,
11/1/2021,Dumbbell Overhead Triceps Extensions,Triceps,3,10,35,,
11/1/2021,Dumbbell Overhead Triceps Extensions,Triceps,4,10,35,,
11/1/2021,Dumbbell Overhead Triceps Extensions,Triceps,5,10,35,,
11/1/2021,Front Raises,Shoulders,1,10,20,,
11/1/2021,Front Raises,Shoulders,2,10,20,,
11/1/2021,Front Raises,Shoulders,3,10,20,,
11/1/2021,Machine Butterfly,Chest,1,10,50,,
11/1/2021,Machine Butterfly,Chest,2,10,50,,
11/1/2021,Machine Butterfly,Chest,3,10,60,,
11/1/2021,Machine Butterfly,Chest,4,10,60,,
11/1/2021,Push-ups,Calisthenics,1,10,,,
11/1/2021,Push-ups,Calisthenics,2,10,,,
11/1/2021,Push-ups,Calisthenics,3,10,,,
11/1/2021,Push-ups,Calisthenics,4,10,,,
11/1/2021,Push-ups,Calisthenics,5,10,,,
11/1/2021,Pull-ups,Calisthenics,1,5,,,
11/1/2021,Pull-ups,Calisthenics,2,5,,,
11/1/2021,Pull-ups,Calisthenics,3,5,,,
11/1/2021,Pull-ups,Calisthenics,4,5,,,
11/1/2021,Pull-ups,Calisthenics,5,5,,,
11/1/2021,Dips,Calisthenics,1,5,,,
11/1/2021,Dips,Calisthenics,2,5,,,
11/1/2021,Dips,Calisthenics,3,5,,,
11/1/2021,Dips,Calisthenics,4,5,,,
11/1/2021,Dips,Calisthenics,5,5,,,
11/1/2021,Run,Cardio,1,1,,0:05:00,
11/1/2021,Walk,Cardio,1,1,,0:05:00,
11/2/2021,Ez Barbell Bicep Curls,Biceps,1,15,30,,
11/2/2021,Ez Barbell Bicep Curls,Biceps,2,10,30,,
11/2/2021,Ez Barbell Bicep Curls,Biceps,3,10,30,,
11/2/2021,Ez Barbell Bicep Curls,Biceps,4,10,40,,
11/2/2021,Hammer Curls,Biceps,1,15,15,,
11/2/2021,Hammer Curls,Biceps,2,10,15,,
11/2/2021,Hammer Curls,Biceps,3,10,15,,
11/2/2021,Hammer Curls,Biceps,4,5,25,,
11/2/2021,Bicep Curls,Biceps,1,15,15,,
11/2/2021,Bicep Curls,Biceps,2,10,15,,
11/2/2021,Bicep Curls,Biceps,3,10,15,,
11/2/2021,Bicep Curls,Biceps,4,5,25,,
11/2/2021,Machine Lat Pulldown,Back,1,10,50,,
11/2/2021,Machine Lat Pulldown,Back,2,10,60,,
11/2/2021,Machine Lat Pulldown,Back,3,10,70,,
11/2/2021,Machine Lat Pulldown,Back,4,10,80,,
11/2/2021,Machine Lat Pulldown,Back,5,10,90,,
11/2/2021,Machine Row,Back,1,10,60,,
11/2/2021,Machine Row,Back,2,10,60,,
11/2/2021,Machine Row,Back,3,10,70,,
11/2/2021,Machine Row,Back,4,10,70,,
11/2/2021,Machine Row,Back,5,10,80,,
11/2/2021,Push-ups,Calisthenics,1,10,,,
11/2/2021,Pull-ups,Calisthenics,1,5,,,
11/2/2021,Pull-ups,Calisthenics,2,5,,,
11/2/2021,Pull-ups,Calisthenics,3,5,,,
11/2/2021,Pull-ups,Calisthenics,4,5,,,
11/2/2021,Sit-ups,Abs,1,25,,,
11/2/2021,Sit-ups,Abs,2,25,,,
11/4/2021,Bodyweight,Weight,1,1,128.1,,
11/10/2021,Unrecorded Session,Record,1,1,,,
11/11/2021,Unrecorded Session,Record,1,1,,,
11/12/2021,Unrecorded Session,Record,1,1,,,
11/15/2021,Unrecorded Session,Record,1,1,,,
11/16/2021,Unrecorded Session,Record,1,1,,,
11/17/2021,Unrecorded Session,Record,1,1,,,
11/22/2021,Unrecorded Session,Record,1,1,,,
11/24/2021,Unrecorded Session,Record,1,1,,,
11/25/2021,Unrecorded Session,Record,1,1,,,
11/26/2021,Unrecorded Session,Record,1,1,,,
11/27/2021,Unrecorded Session,Record,1,1,,,
11/28/2021,Unrecorded Session,Record,1,1,,,
11/29/2021,Unrecorded Session,Record,1,1,,,
11/30/2021,Unrecorded Session,Record,1,1,,,
12/1/2021,Unrecorded Session,Record,1,1,,,
12/5/2021,Unrecorded Session,Record,1,1,,,
12/6/2021,Unrecorded Session,Record,1,1,,,
12/7/2021,Unrecorded Session,Record,1,1,,,
12/13/2021,Unrecorded Session,Record,1,1,,,
12/14/2021,Unrecorded Session,Record,1,1,,,
12/16/2021,Unrecorded Session,Record,1,1,,,
12/18/2021,Unrecorded Session,Record,1,1,,,
12/20/2021,Unrecorded Session,Record,1,1,,,
12/26/2021,Unrecorded Session,Record,1,1,,,
1/1/2022,Unrecorded Session,Record,1,1,,,
1/1/2022,Unrecorded Session,Record,1,1,,,
1/3/2022,Unrecorded Session,Record,1,1,,,
1/4/2022,Unrecorded Session,Record,1,1,,,
1/6/2022,Unrecorded Session,Record,1,1,,,
1/7/2022,Unrecorded Session,Record,1,1,,,
1/8/2022,Unrecorded Session,Record,1,1,,,
1/9/2022,Unrecorded Session,Record,1,1,,,
1/12/2022,Unrecorded Session,Record,1,1,,,
1/20/2022,Unrecorded Session,Record,1,1,,,
1/21/2022,Unrecorded Session,Record,1,1,,,
1/24/2022,Unrecorded Session,Record,1,1,,,
1/27/2022,Unrecorded Session,Record,1,1,,,
1/30/2022,Unrecorded Session,Record,1,1,,,
2/1/2022,Unrecorded Session,Record,1,1,,,
2/9/2022,Unrecorded Session,Record,1,1,,,
2/10/2022,Unrecorded Session,Record,1,1,,,
2/14/2022,Unrecorded Session,Record,1,1,,,
2/21/2022,Unrecorded Session,Record,1,1,,,
2/22/2022,Unrecorded Session,Record,1,1,,,
2/26/2022,Unrecorded Session,Record,1,1,,,
2/27/2022,Unrecorded Session,Record,1,1,,,
2/28/2022,Unrecorded Session,Record,1,1,,,
3/1/2022,Unrecorded Session,Record,1,1,,,
3/2/2022,Unrecorded Session,Record,1,1,,,
3/7/2022,Unrecorded Session,Record,1,1,,,
3/8/2022,Unrecorded Session,Record,1,1,,,
3/9/2022,Unrecorded Session,Record,1,1,,,
3/10/2022,Unrecorded Session,Record,1,1,,,
3/14/2022,Unrecorded Session,Record,1,1,,,
3/15/2022,Unrecorded Session,Record,1,1,,,
3/17/2022,Unrecorded Session,Record,1,1,,,
3/21/2022,Unrecorded Session,Record,1,1,,,
3/22/2022,Unrecorded Session,Record,1,1,,,
3/23/2022,Unrecorded Session,Record,1,1,,,
3/26/2022,Unrecorded Session,Record,1,1,,,
3/27/2022,Unrecorded Session,Record,1,1,,,
3/29/2022,Unrecorded Session,Record,1,1,,,
3/30/2022,Unrecorded Session,Record,1,1,,,
4/4/2022,Dumbbell Shoulder Press,Shoulders,1,10,40,,
4/4/2022,Dumbbell Shoulder Press,Shoulders,2,10,40,,
4/4/2022,Dumbbell Shoulder Press,Shoulders,3,10,40,,
4/4/2022,Dumbbell Bench Press,Chest,1,10,30,,
4/4/2022,Dumbbell Bench Press,Chest,2,10,30,,
4/4/2022,Dumbbell Bench Press,Chest,3,10,40,,
4/4/2022,Dumbbell Bench Press,Chest,4,6,50,,
4/4/2022,Dumbbell Bench Press,Chest,5,10,50,,
4/4/2022,Dumbbell Bench Press,Chest,6,8,40,,
4/4/2022,Dumbbell Incline Bench Press,Chest,1,10,40,,
4/4/2022,Dumbbell Incline Bench Press,Chest,2,10,40,,
4/4/2022,Dumbbell Incline Bench Press,Chest,3,5,50,,
4/4/2022,Dumbbell Incline Bench Press,Chest,3,5,40,,
4/4/2022,Dumbbell Incline Bench Press,Chest,4,5,50,,
4/4/2022,Dumbbell Incline Bench Press,Chest,4,5,40,,
4/4/2022,Dumbbell Overhead Triceps Extensions,Triceps,1,12,30,,
4/4/2022,Dumbbell Overhead Triceps Extensions,Triceps,2,15,30,,
4/4/2022,Dumbbell Overhead Triceps Extensions,Triceps,3,15,30,,
4/4/2022,Lateral Raises,Shoulders,1,15,10,,
4/4/2022,Lateral Raises,Shoulders,2,15,10,,
4/4/2022,Lateral Raises,Shoulders,3,15,10,,
4/4/2022,Front Raises,Shoulders,1,10,10,,
4/4/2022,Front Raises,Shoulders,2,12,10,,
4/4/2022,Front Raises,Shoulders,3,12,10,,
4/4/2022,Unrecorded Session,Record,1,1,,,
4/5/2022,Unrecorded Session,Record,1,1,,,
4/6/2022,Chin-ups,Calisthenics,1,5,,,
4/6/2022,Dips,Calisthenics,1,10,,,
4/6/2022,Dips,Calisthenics,2,10,,,
4/6/2022,Pull-ups,Calisthenics,1,5,,,
4/6/2022,Dumbbell Shoulder Press,Shoulders,1,10,40,,
4/6/2022,Dumbbell Shoulder Press,Shoulders,2,10,40,,
4/6/2022,Dumbbell Shoulder Press,Shoulders,3,10,40,,
4/6/2022,Dumbbell Overhead Triceps Extensions,Triceps,1,12,30,,
4/6/2022,Dumbbell Overhead Triceps Extensions,Triceps,2,15,30,,
4/6/2022,Dumbbell Overhead Triceps Extensions,Triceps,3,15,30,,
4/6/2022,Lateral Raises,Shoulders,1,15,10,,
4/6/2022,Lateral Raises,Shoulders,2,15,10,,
4/6/2022,Lateral Raises,Shoulders,3,15,10,,
4/6/2022,Front Raises,Shoulders,1,10,10,,
4/6/2022,Front Raises,Shoulders,2,12,10,,
4/6/2022,Front Raises,Shoulders,3,10,10,,
4/6/2022,Unrecorded Session,Record,1,1,,,
4/9/2022,Chin-ups,Calisthenics,1,6,,,
4/9/2022,Chin-ups,Calisthenics,2,6,,,
4/9/2022,Chin-ups,Calisthenics,3,6,,,
4/9/2022,Dips,Calisthenics,1,10,,,
4/9/2022,Dips,Calisthenics,2,10,,,
4/9/2022,Dips,Calisthenics,3,10,,,
4/9/2022,Dips,Calisthenics,4,10,,,
4/9/2022,Pull-ups,Calisthenics,1,6,,,
4/9/2022,Pull-ups,Calisthenics,2,6,,,
4/9/2022,Lateral Raises,Shoulders,1,10,15,,
4/9/2022,Lateral Raises,Shoulders,2,10,15,,
4/9/2022,Lateral Raises,Shoulders,3,8,15,,
4/9/2022,Lateral Raises,Shoulders,4,10,15,,
4/9/2022,Front Raises,Shoulders,1,10,15,,
4/9/2022,Front Raises,Shoulders,2,6,15,,
4/9/2022,Front Raises,Shoulders,3,6,15,,
4/9/2022,Front Raises,Shoulders,4,8,15,,
4/9/2022,Unrecorded Session,Record,1,1,,,
4/10/2022,Unrecorded Session,Record,1,1,,,
4/11/2022,Dumbbell Incline Bench Press,Chest,1,10,25,,
4/11/2022,Dumbbell Incline Bench Press,Chest,2,10,50,,
4/11/2022,Dumbbell Incline Bench Press,Chest,3,10,50,,
4/11/2022,Dumbbell Incline Bench Press,Chest,4,10,50,,
4/11/2022,Front Raises,Shoulders,1,10,10,,
4/11/2022,Front Raises,Shoulders,2,10,10,,
4/11/2022,Front Raises,Shoulders,3,10,10,,
4/11/2022,Front Raises,Shoulders,4,10,10,,
4/11/2022,Lateral Raises,Shoulders,1,10,10,,
4/11/2022,Lateral Raises,Shoulders,2,10,10,,
4/11/2022,Lateral Raises,Shoulders,3,10,10,,
4/11/2022,Lateral Raises,Shoulders,4,10,10,,
4/11/2022,Unrecorded Session,Record,1,1,,,
4/12/2022,Dumbbell Shoulder Press,Shoulders,1,8,25,,
4/12/2022,Dumbbell Shoulder Press,Shoulders,2,8,35,,
4/12/2022,Dumbbell Shoulder Press,Shoulders,3,8,35,,
4/12/2022,Dumbbell Shoulder Press,Shoulders,4,8,35,,
4/12/2022,Dumbbell Bench Press,Chest,1,10,25,,
4/12/2022,Dumbbell Bench Press,Chest,2,10,35,,
4/12/2022,Dumbbell Bench Press,Chest,3,8,35,,
4/12/2022,Dumbbell Bench Press,Chest,4,8,35,,
4/12/2022,Unrecorded Session,Record,1,1,,,
4/13/2022,Unrecorded Session,Record,1,1,,,
4/18/2022,Unrecorded Session,Record,1,1,,,
4/19/2022,Dumbbell Shoulder Press,Shoulders,1,12,30,,
4/19/2022,Dumbbell Shoulder Press,Shoulders,2,8,45,,
4/19/2022,Dumbbell Shoulder Press,Shoulders,3,6,45,,
4/19/2022,Dumbbell Shoulder Press,Shoulders,4,5,45,,
4/19/2022,Dumbbell Shoulder Press,Shoulders,5,8,30,,
4/19/2022,Dumbbell Bench Press,Chest,1,10,30,,
4/19/2022,Dumbbell Bench Press,Chest,2,5,55,,
4/19/2022,Dumbbell Bench Press,Chest,3,6,55,,
4/19/2022,Dumbbell Bench Press,Chest,4,8,30,,
4/19/2022,Dumbbell Incline Bench Press,Chest,1,10,30,,
4/19/2022,Dumbbell Incline Bench Press,Chest,2,6,45,,
4/19/2022,Dumbbell Incline Bench Press,Chest,3,8,45,,
4/19/2022,Dumbbell Incline Bench Press,Chest,4,8,30,,
4/19/2022,Lateral Raises,Shoulders,1,12,10,,
4/19/2022,Lateral Raises,Shoulders,2,10,10,,
4/19/2022,Lateral Raises,Shoulders,3,10,10,,
4/19/2022,Front Raises,Shoulders,1,12,10,,
4/19/2022,Front Raises,Shoulders,2,10,10,,
4/19/2022,Front Raises,Shoulders,3,10,10,,
4/19/2022,Unrecorded Session,Record,1,1,,,
4/23/2022,Dips,Calisthenics,1,12,,,
4/23/2022,Dips,Calisthenics,2,12,,,
4/23/2022,Pull-ups,Calisthenics,1,8,,,
4/23/2022,Pull-ups,Calisthenics,2,8,,,
4/23/2022,Dumbbell Shoulder Press,Shoulders,1,8,35,,
4/23/2022,Dumbbell Shoulder Press,Shoulders,2,8,35,,
4/23/2022,Dumbbell Shoulder Press,Shoulders,3,8,35,,
4/23/2022,Dumbbell Shoulder Press,Shoulders,4,8,35,,
4/23/2022,Dumbbell Bench Press,Chest,1,8,35,,
4/23/2022,Dumbbell Bench Press,Chest,2,8,45,,
4/23/2022,Dumbbell Bench Press,Chest,3,8,45,,
4/23/2022,Dumbbell Bench Press,Chest,4,8,50,,
4/23/2022,Dumbbell Incline Bench Press,Chest,1,8,35,,
4/23/2022,Dumbbell Incline Bench Press,Chest,2,8,35,,
4/23/2022,Dumbbell Incline Bench Press,Chest,3,8,40,,
4/23/2022,Unrecorded Session,Record,1,1,,,
4/24/2022,Dumbbell Shoulder Press,Shoulders,1,8,35,,
4/24/2022,Dumbbell Shoulder Press,Shoulders,2,10,35,,
4/24/2022,Dumbbell Shoulder Press,Shoulders,3,10,35,,
4/24/2022,Lateral Raises,Shoulders,1,10,15,,
4/24/2022,Lateral Raises,Shoulders,2,10,15,,
4/24/2022,Lateral Raises,Shoulders,3,12,15,,
4/24/2022,Unrecorded Session,Record,1,1,,,
4/25/2022,Chin-ups,Calisthenics,1,6,,,
4/25/2022,Chin-ups,Calisthenics,2,6,,,
4/25/2022,Pull-ups,Calisthenics,1,8,,,
4/25/2022,Pull-ups,Calisthenics,2,6,,,
4/25/2022,Dumbbell Bench Press,Chest,1,10,40,,
4/25/2022,Dumbbell Bench Press,Chest,2,8,50,,
4/25/2022,Dumbbell Bench Press,Chest,3,8,60,,
4/25/2022,Dumbbell Bench Press,Chest,4,8,50,,
4/25/2022,Unrecorded Session,Record,1,1,,,
4/26/2022,Chin-ups,Calisthenics,1,5,,,
4/26/2022,Chin-ups,Calisthenics,1,5,,,
4/26/2022,Pull-ups,Calisthenics,1,5,,,
4/26/2022,Pull-ups,Calisthenics,2,5,,,
4/26/2022,Pull-ups,Calisthenics,1,5,10,,
4/26/2022,Pull-ups,Calisthenics,2,5,10,,
4/26/2022,Pull-ups,Calisthenics,3,5,10,,
4/26/2022,Chin-ups,Calisthenics,1,5,10,,
4/26/2022,Chin-ups,Calisthenics,2,5,10,,
4/26/2022,Chin-ups,Calisthenics,3,5,10,,
4/26/2022,Dips,Calisthenics,1,8,,,
4/26/2022,Dips,Calisthenics,2,8,,,
4/26/2022,Dips,Calisthenics,3,8,,,
4/26/2022,Unrecorded Session,Record,1,1,,,
4/27/2022,Chin-ups,Calisthenics,1,5,,,
4/27/2022,Chin-ups,Calisthenics,2,5,,,
4/27/2022,Chin-ups,Calisthenics,3,5,,,
4/27/2022,Chin-ups,Calisthenics,4,5,,,
4/27/2022,Chin-ups,Calisthenics,5,5,,,
4/27/2022,Pull-ups,Calisthenics,1,5,,,
4/27/2022,Pull-ups,Calisthenics,2,5,,,
4/27/2022,Pull-ups,Calisthenics,3,5,,,
4/27/2022,Pull-ups,Calisthenics,4,5,,,
4/27/2022,Pull-ups,Calisthenics,5,5,,,
4/27/2022,Lateral Raises,Shoulders,1,10,15,,
4/27/2022,Lateral Raises,Shoulders,2,10,15,,
4/27/2022,Lateral Raises,Shoulders,3,10,15,,
4/27/2022,Lateral Raises,Shoulders,4,10,15,,
4/27/2022,Lateral Raises,Shoulders,5,10,15,,
4/27/2022,Unrecorded Session,Record,1,1,,,
4/28/2022,Chin-ups,Calisthenics,1,5,,,
4/28/2022,Chin-ups,Calisthenics,2,5,,,
4/28/2022,Chin-ups,Calisthenics,3,5,,,
4/28/2022,Dips,Calisthenics,1,10,,,
4/28/2022,Dips,Calisthenics,2,10,,,
4/28/2022,Dips,Calisthenics,3,10,,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,1,10,30,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,2,10,30,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,3,5,35,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,4,5,40,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,4,5,30,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,5,5,40,,
4/28/2022,Dumbbell Shoulder Press,Shoulders,5,5,35,,
4/28/2022,Dumbbell Shrugs,Back,1,12,35,,
4/28/2022,Dumbbell Shrugs,Back,2,10,40,,
4/28/2022,Dumbbell Shrugs,Back,3,10,45,,
4/28/2022,Dumbbell Shrugs,Back,3,5,40,,
4/28/2022,Dumbbell Shrugs,Back,4,10,40,,
4/28/2022,Dumbbell Shrugs,Back,5,8,40,,
4/28/2022,Lateral Raises,Shoulders,1,15,10,,
4/28/2022,Lateral Raises,Shoulders,2,15,10,,
4/28/2022,Lateral Raises,Shoulders,3,10,10,,
4/28/2022,Lateral Raises,Shoulders,4,10,15,,
4/28/2022,Unrecorded Session,Record,1,1,,,
5/1/2022,Chin-ups,Calisthenics,1,6,,,
5/1/2022,Dips,Calisthenics,1,10,,,
5/1/2022,Dips,Calisthenics,2,10,,,
5/1/2022,Dips,Calisthenics,3,10,,,
5/1/2022,Dips,Calisthenics,4,10,,,
5/1/2022,Pull-ups,Calisthenics,1,8,,,
5/1/2022,Pull-ups,Calisthenics,2,5,,,
5/1/2022,Pull-ups,Calisthenics,3,4,,,
5/1/2022,Pull-ups,Calisthenics,3,2,,,
5/1/2022,Dumbbell Shrugs,Back,1,15,25,,
5/1/2022,Dumbbell Shrugs,Back,2,15,25,,
5/1/2022,Dumbbell Shrugs,Back,3,15,25,,
5/1/2022,Dumbbell Shrugs,Back,4,15,25,,
5/1/2022,Lateral Raises,Shoulders,1,10,15,,
5/1/2022,Lateral Raises,Shoulders,2,10,15,,
5/1/2022,Lateral Raises,Shoulders,3,10,15,,
5/1/2022,Lateral Raises,Shoulders,4,10,15,,
5/1/2022,Unrecorded Session,Record,1,1,,,
5/2/2022,Chin-ups,Calisthenics,1,5,,,
5/2/2022,Chin-ups,Calisthenics,2,5,,,
5/2/2022,Chin-ups,Calisthenics,3,5,,,
5/2/2022,Dips,Calisthenics,1,8,,,
5/2/2022,Pull-ups,Calisthenics,1,5,,,
5/2/2022,Pull-ups,Calisthenics,2,5,,,
5/2/2022,Pull-ups,Calisthenics,3,3,,,
5/2/2022,Pull-ups,Calisthenics,3,2,,,
5/2/2022,Dumbbell Shoulder Press,Shoulders,1,12,25,,
5/2/2022,Dumbbell Shoulder Press,Shoulders,2,12,30,,
5/2/2022,Dumbbell Shoulder Press,Shoulders,3,12,30,,
5/2/2022,Dumbbell Shoulder Press,Shoulders,4,8,30,,
5/2/2022,Dumbbell Bench Press,Chest,1,15,25,,
5/2/2022,Dumbbell Bench Press,Chest,2,8,45,,
5/2/2022,Dumbbell Bench Press,Chest,3,12,25,,
5/2/2022,Lateral Raises,Shoulders,1,10,12,,
5/2/2022,Lateral Raises,Shoulders,2,10,12,,
5/2/2022,Lateral Raises,Shoulders,3,10,12,,
5/2/2022,Unrecorded Session,Record,1,1,,,
5/3/2022,Chin-ups,Calisthenics,1,5,,,
5/3/2022,Chin-ups,Calisthenics,2,5,,,
5/3/2022,Dips,Calisthenics,1,10,,,
5/3/2022,Dips,Calisthenics,2,10,,,
5/3/2022,Dips,Calisthenics,3,10,,,
5/3/2022,Pull-ups,Calisthenics,1,5,,,
5/3/2022,Pull-ups,Calisthenics,2,5,,,
5/3/2022,Pull-ups,Calisthenics,3,5,,,
5/3/2022,Unrecorded Session,Record,1,1,,,
5/5/2022,Chin-ups,Calisthenics,1,5,,,
5/5/2022,Pull-ups,Calisthenics,1,8,,,
5/5/2022,Pull-ups,Calisthenics,2,5,,,
5/5/2022,Pull-ups,Calisthenics,3,5,,,
5/5/2022,Pull-ups,Calisthenics,4,5,,,
5/5/2022,Dumbbell Shoulder Press,Shoulders,1,10,35,,
5/5/2022,Dumbbell Shoulder Press,Shoulders,2,8,40,,
5/5/2022,Dumbbell Shoulder Press,Shoulders,3,8,35,,
5/5/2022,Dumbbell Shoulder Press,Shoulders,4,8,35,,
5/5/2022,Lateral Raises,Shoulders,1,10,,,
5/5/2022,Lateral Raises,Shoulders,2,12,,,
5/5/2022,Lateral Raises,Shoulders,3,10,,,
5/5/2022,Lateral Raises,Shoulders,4,15,,,
5/5/2022,Front Raises,Shoulders,1,12,,,
5/5/2022,Front Raises,Shoulders,2,12,,,
5/5/2022,Front Raises,Shoulders,3,15,,,
5/5/2022,Front Raises,Shoulders,4,12,,,
5/5/2022,Unrecorded Session,Record,1,1,,,
5/6/2022,Chin-ups,Calisthenics,1,6,,,
5/6/2022,Chin-ups,Calisthenics,2,5,,,
5/6/2022,Chin-ups,Calisthenics,3,5,,,
5/6/2022,Chin-ups,Calisthenics,4,5,,,
5/6/2022,Dips,Calisthenics,1,12,,,
5/6/2022,Dips,Calisthenics,2,10,,,
5/6/2022,Dips,Calisthenics,3,10,,,
5/6/2022,Dips,Calisthenics,4,10,,,
5/6/2022,Pull-ups,Calisthenics,1,5,,,
5/6/2022,Pull-ups,Calisthenics,2,5,,,
5/6/2022,Pull-ups,Calisthenics,3,4,,,
5/6/2022,Unrecorded Session,Record,1,1,,,
5/8/2022,Chin-ups,Calisthenics,1,10,,,
5/8/2022,Chin-ups,Calisthenics,2,6,,,
5/8/2022,Dips,Calisthenics,1,12,,,
5/8/2022,Dips,Calisthenics,2,10,,,
5/8/2022,Pull-ups,Calisthenics,1,5,,,
5/8/2022,Dumbbell Shoulder Press,Shoulders,1,10,35,,
5/8/2022,Dumbbell Shoulder Press,Shoulders,2,8,35,,
5/8/2022,Dumbbell Shoulder Press,Shoulders,3,8,35,,
5/8/2022,Dumbbell Shoulder Press,Shoulders,4,6,35,,
5/8/2022,Dumbbell Bench Press,Chest,1,12,25,,
5/8/2022,Dumbbell Bench Press,Chest,2,10,40,,
5/8/2022,Dumbbell Bench Press,Chest,3,6,40,,
5/8/2022,Dumbbell Bench Press,Chest,4,8,50,,
5/8/2022,Dumbbell Bench Press,Chest,5,8,50,,
5/8/2022,Dumbbell Incline Bench Press,Chest,1,10,25,,
5/8/2022,Dumbbell Incline Bench Press,Chest,2,10,35,,
5/8/2022,Dumbbell Incline Bench Press,Chest,3,8,35,,
5/8/2022,Dumbbell Incline Bench Press,Chest,4,6,35,,
5/8/2022,Dumbbell Shrugs,Back,1,10,35,,
5/8/2022,Dumbbell Shrugs,Back,2,10,35,,
5/8/2022,Dumbbell Shrugs,Back,3,10,35,,
5/8/2022,Unrecorded Session,Record,1,1,,,
5/9/2022,Unrecorded Session,Record,1,1,,,
5/10/2022,Unrecorded Session,Record,1,1,,,
5/12/2022,Chin-ups,Calisthenics,1,5,,,
5/12/2022,Chin-ups,Calisthenics,2,5,,,
5/12/2022,Chin-ups,Calisthenics,3,5,,,
5/12/2022,Pull-ups,Calisthenics,1,5,,,
5/12/2022,Pull-ups,Calisthenics,2,5,,,
5/12/2022,Pull-ups,Calisthenics,3,5,,,
5/12/2022,Dumbbell Shoulder Press,Shoulders,1,30,10,,
5/12/2022,Dumbbell Shoulder Press,Shoulders,2,30,10,,
5/12/2022,Dumbbell Shoulder Press,Shoulders,3,35,10,,
5/12/2022,Dumbbell Shoulder Press,Shoulders,4,35,10,,
5/12/2022,Dumbbell Bench Press,Chest,1,30,10,,
5/12/2022,Dumbbell Bench Press,Chest,2,30,10,,
5/12/2022,Dumbbell Bench Press,Chest,3,35,10,,
5/12/2022,Dumbbell Bench Press,Chest,4,35,10,,
5/12/2022,Dumbbell Incline Bench Press,Chest,1,30,10,,
5/12/2022,Dumbbell Incline Bench Press,Chest,2,30,10,,
