Date,Exercise,Muscle Group,Sets,Reps,Weight,Duration,Note
07/20/2022,Cable Row (Seated),Back,1,10,55,,
07/20/2022,Cable Row (Seated),Back,2,10,55,,
07/20/2022,Cable Row (Seated),Back,3,10,70,,
07/20/2022,Cable Row (Seated),Back,4,10,70,,
07/20/2022,Machine One-Arm Iso Row,Back,1,10,50,,
07/20/2022,Machine One-Arm Iso Row,Back,2,10,60,,
07/20/2022,Machine One-Arm Iso Row,Back,3,15,70,,
07/20/2022,Machine Iso Row,Back,1,20,70,,
07/20/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,1,10,30,,
07/20/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,2,10,30,,
07/20/2022,Ez Barbell Regular-Grip Biceps Curl,Biceps,3,10,30,,
07/20/2022,Dumbbell Hammer Biceps Curl,Biceps,1,10,20,,
07/20/2022,Dumbbell Hammer Biceps Curl,Biceps,2,10,20,,
07/20/2022,Dumbbell Hammer Biceps Curl,Biceps,3,10,20,,
07/20/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,5,20,,
07/20/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,5,20,,
07/20/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,5,20,,
07/20/2022,Dumbbell Alternate Biceps Curl,Biceps,1,8,20,,
07/20/2022,Dumbbell Alternate Biceps Curl,Biceps,2,8,20,,
07/20/2022,Dumbbell Alternate Biceps Curl,Biceps,3,8,20,,
07/22/2022,Body Weight Pull-Up,Back,1,8,,,
07/22/2022,Body Weight Pull-Up,Back,2,6,,,
07/22/2022,Body Weight Pull-Up,Back,3,5,,,
07/22/2022,Body Weight Dips,Triceps,1,10,,,
07/22/2022,Body Weight Dips,Triceps,2,10,,,
07/22/2022,Dumbbell Flat Bench Press,Chest,1,10,30,,
07/22/2022,Dumbbell Flat Bench Press,Chest,2,6,40,,
07/22/2022,Dumbbell Flat Bench Press,Chest,3,5,50,,
07/22/2022,Dumbbell Flat Bench Press,Chest,4,5,50,,
07/22/2022,Dumbbell Shrug,Back,1,10,30,,
07/22/2022,Dumbbell Shrug,Back,2,10,30,,
07/22/2022,Dumbbell Shrug,Back,3,5,50,,
07/22/2022,Dumbbell Shrug,Back,3,5,50,,
07/22/2022,Dumbbell Front Raise,Shoulders,1,8,15,,
07/22/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
07/22/2022,Dumbbell Front Raise,Shoulders,3,5,15,,
07/22/2022,Dumbbell Side Lateral Raise,Shoulders,1,8,15,,
07/22/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
07/22/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
07/22/2022,Dumbbell Incline Bench Press,Chest,1,10,30,,
07/22/2022,Dumbbell Incline Bench Press,Chest,2,10,30,,
07/22/2022,Dumbbell Incline Bench Press,Chest,3,10,30,,
07/22/2022,Dumbbell Seated Shoulder Press,Shoulders,1,10,30,,
07/22/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,30,,
07/27/2022,Body Weight Pull-Up,Back,1,6,,,
07/27/2022,Body Weight Pull-Up,Back,2,4,,,
07/27/2022,Body Weight Pull-Up,Back,3,4,,,
07/27/2022,Body Weight Dips,Triceps,1,8,,,
07/27/2022,Body Weight Dips,Triceps,2,8,,,
07/27/2022,Body Weight Dips,Triceps,3,8,,,
07/27/2022,Dumbbell Shrug,Back,1,12,40,,
07/27/2022,Dumbbell Shrug,Back,2,10,40,,
07/27/2022,Dumbbell Shrug,Back,3,10,40,,
07/27/2022,Dumbbell Shrug,Back,4,10,40,,
07/27/2022,Dumbbell Front Raise,Shoulders,1,15,15,,
07/27/2022,Dumbbell Front Raise,Shoulders,2,10,15,,
07/27/2022,Dumbbell Front Raise,Shoulders,3,10,15,,
07/27/2022,Dumbbell Front Raise,Shoulders,4,10,15,,
07/27/2022,Dumbbell Side Lateral Raise,Shoulders,1,15,15,,
07/27/2022,Dumbbell Side Lateral Raise,Shoulders,2,10,15,,
07/27/2022,Dumbbell Side Lateral Raise,Shoulders,3,10,15,,
07/27/2022,Dumbbell Side Lateral Raise,Shoulders,4,10,15,,
07/27/2022,Dumbbell Flat Bench Press,Chest,1,8,40,,
07/27/2022,Dumbbell Flat Bench Press,Chest,2,5,50,,
07/27/2022,Dumbbell Flat Bench Press,Chest,3,5,50,,
07/27/2022,Dumbbell Flat Bench Press,Chest,3,5,40,,
07/27/2022,Machine Incline Chest Press,Chest,1,10,40,,
07/27/2022,Machine Incline Chest Press,Chest,2,5,50,,
07/27/2022,Machine Incline Chest Press,Chest,3,5,50,,
07/27/2022,Machine Incline Chest Press,Chest,4,10,40,,
07/27/2022,Dumbbell Seated Shoulder Press,Shoulders,1,8,35,,
07/27/2022,Dumbbell Seated Shoulder Press,Shoulders,2,6,35,,
07/27/2022,Dumbbell Seated Shoulder Press,Shoulders,3,6,35,,
07/27/2022,Body Weight,Body Weight,,,121.1,,
08/02/2022,Machine Incline Chest Press,Chest,1,10,30,,
08/02/2022,Machine Incline Chest Press,Chest,2,8,40,,
08/02/2022,Machine Incline Chest Press,Chest,3,6,50,,
08/02/2022,Machine Incline Chest Press,Chest,4,8,40,,
08/02/2022,Dumbbell Shrug,Back,1,10,40,,
08/02/2022,Dumbbell Shrug,Back,2,10,40,,
08/02/2022,Dumbbell Shrug,Back,3,8,50,,
08/02/2022,Dumbbell Shrug,Back,4,6,40,,
08/02/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
08/02/2022,Dumbbell Front Raise,Shoulders,2,8,20,,
08/02/2022,Dumbbell Front Raise,Shoulders,3,8,20,,
08/02/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
08/02/2022,Dumbbell Side Lateral Raise,Shoulders,2,8,20,,
08/02/2022,Dumbbell Side Lateral Raise,Shoulders,3,8,20,,
08/02/2022,Machine Lat Pull-Down,Back,1,10,70,,
08/02/2022,Machine Lat Pull-Down,Back,2,5,70,,
08/02/2022,Machine Lat Pull-Down,Back,3,10,90,,
08/02/2022,Machine Lat Pull-Down,Back,4,10,100,,
08/02/2022,Machine Lat Pull-Down,Back,5,5,110,,
08/02/2022,Machine Iso Row,Back,1,10,50,,
08/02/2022,Machine Iso Row,Back,2,10,70,,
08/02/2022,Machine Iso Row,Back,3,10,70,,
08/04/2022,Body Weight Pull-Up,Back,1,5,,,
08/04/2022,Body Weight Dips,Triceps,1,6,,,
08/04/2022,Body Weight Dips,Triceps,2,8,,,
08/04/2022,Body Weight Chin-Up,Biceps,1,5,,,
08/04/2022,Machine Shoulder Press,Shoulders,1,10,30,,
08/04/2022,Machine Shoulder Press,Shoulders,2,12,50,,
08/04/2022,Machine Shoulder Press,Shoulders,3,8,50,,
08/04/2022,Machine Shoulder Press,Shoulders,4,6,40,,
08/04/2022,Machine Shoulder Press,Shoulders,5,8,40,,
08/04/2022,Dumbbell Front Raise,Shoulders,1,10,15,,
08/04/2022,Dumbbell Front Raise,Shoulders,2,5,20,,
08/04/2022,Dumbbell Front Raise,Shoulders,3,5,20,,
08/04/2022,Dumbbell Side Lateral Raise,Shoulders,1,10,15,,
08/04/2022,Dumbbell Side Lateral Raise,Shoulders,2,5,20,,
08/04/2022,Dumbbell Side Lateral Raise,Shoulders,3,5,20,,
08/04/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
08/04/2022,Dumbbell One-Arm Biceps Curl,Biceps,2,10,20,,
08/04/2022,Dumbbell One-Arm Biceps Curl,Biceps,3,8,20,,
08/04/2022,Dumbbell One-Arm Biceps Curl,Biceps,1,10,15,,
08/04/2022,Dumbbell Alternate Biceps Curl,Biceps,2,10,20,,
08/04/2022,Dumbbell Alternate Biceps Curl,Biceps,3,8,20,,
08/08/2022,Body Weight Chin-Up,Biceps,1,3,,,
08/08/2022,Body Weight Chin-Up,Biceps,2,3,,,
08/08/2022,Body Weight Pull-Up,Back,1,3,,,
08/08/2022,Body Weight Pull-Up,Back,2,3,,,
08/08/2022,Body Weight Dips,Triceps,1,3,,,
08/08/2022,Body Weight Dips,Triceps,2,10,,,
08/08/2022,Body Weight Dips,Triceps,3,10,,,
08/08/2022,Body Weight Dips,Triceps,4,5,,,
08/08/2022,Machine Iso Row,Back,1,10,50,,
08/08/2022,Machine Iso Row,Back,2,8,50,,
08/08/2022,Machine Iso Row,Back,3,10,60,,
08/08/2022,Machine Iso Row,Back,4,10,60,,
08/08/2022,Machine Iso Row,Back,5,10,60,,
08/08/2022,Machine Lat Pull-Down,Back,1,8,50,,
08/08/2022,Machine Lat Pull-Down,Back,2,10,70,,
08/08/2022,Machine Lat Pull-Down,Back,3,10,80,,
08/08/2022,Machine Lat Pull-Down,Back,4,10,70,,
08/08/2022,Machine Lat Pull-Down,Back,5,8,60,,
08/08/2022,Dumbbell Shrug,Back,1,10,40,,
08/08/2022,Dumbbell Shrug,Back,2,10,40,,
08/08/2022,Dumbbell Shrug,Back,3,10,40,,
08/08/2022,Dumbbell Shrug,Back,4,10,40,,
08/08/2022,Body Weight,Body Weight,,,124.7,,
07/28/2022,Body Weight,Body Weight,,,121.1,,
08/11/2022,Body Weight,Body Weight,,,124.7,,
08/14/2022,Cable Wide-Grip Lat Pull-Down,Back,1,12,55,,
08/14/2022,Cable Wide-Grip Lat Pull-Down,Back,2,10,70,,
08/14/2022,Cable Wide-Grip Lat Pull-Down,Back,2,5,85,,
08/14/2022,Cable Wide-Grip Lat Pull-Down,Back,3,8,85,,
08/14/2022,Cable Wide-Grip Lat Pull-Down,Back,4,5,100,,
08/14/2022,Cable Wide-Grip Lat Pull-Down,Back,4,5,85,,
08/14/2022,Cable Narrow-Grip Lat Pull-Down,Back,1,10,70,,
08/14/2022,Cable Narrow-Grip Lat Pull-Down,Back,2,10,85,,
08/14/2022,Cable Narrow-Grip Lat Pull-Down,Back,3,8,55,,
08/14/2022,Smith Machine Squat,Quadriceps,1,10,25,,
08/14/2022,Smith Machine Squat,Quadriceps,2,8,35,,
08/14/2022,Smith Machine Squat,Quadriceps,3,5,45,,
08/14/2022,Smith Machine Squat,Quadriceps,4,8,35,,
08/14/2022,Smith Machine Squat,Quadriceps,5,5,35,,
08/14/2022,Dumbbell Seated Shoulder Press,Shoulders,1,10,35,,
08/14/2022,Dumbbell Seated Shoulder Press,Shoulders,2,10,35,,
08/14/2022,Dumbbell Seated Shoulder Press,Shoulders,3,10,35,,
08/14/2022,Dumbbell Shrug,Back,1,10,35,,
08/14/2022,Dumbbell Shrug,Back,2,10,35,,
08/14/2022,Dumbbell Shrug,Back,3,10,35,,
08/14/2022,Dumbbell One-Arm Row,Back,1,10,35,,
08/14/2022,Dumbbell One-Arm Row,Back,2,10,35,,
08/14/2022,Dumbbell One-Arm Row,Back,3,8,50,,
08/14/2022,Machine One-Arm Iso Row,Back,1,8,30,,
08/14/2022,Machine One-Arm Iso Row,Back,2,8,40,,
08/14/2022,Machine One-Arm Iso Row,Back,3,8,50,,
08/10/2022,Body Weight Parallette Push-Up,Body Weight,1,15,,,
08/10/2022,Body Weight Parallette Push-Up,Body Weight,2,15,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
,,#N/A,,,,,
